,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-14_LMH_PS_PMM_R1,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-19_LMH_PS_PMM_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
28767,28767,5.732,737.56689,Unknown,[M+H]+,,0.135,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.61,Cornell_Pos_S-38_R,737.56689:565172 738.57024:182868 739.5736:39707,,727.27826_@_1.975,3.629882161,2.962251815,3.715837813,2.758578654,3.49221907,3.321342082,4.986354141,4.971803005,5.866641963,5.47123801,5.820716866,4.784828444,3.960247518,4.3199699,4.250753617,4.226895567,3.431348338,3.688179728,3.810484338,4.757590919,6.184227595,4.273274334,3.581161329,4.567786298,3.513524014,3.682976806,3.661195476,3.775530366,4.850498138,3.525336549,4.007898158,4.365527555,6.049112553,5.173557078,3.425797211,3.246583291,4.973094347,3.121124663,3.601529102,5.206396161,1.065216404,3.266637611,0.362977388,0.021334634,0.443596617,0.420832702,589,0.000860558,-0.020474076,0
4914,4914,10.837,229.12155,w/o MS2:Nabumetone,[M+H]+,ion correlated with 2369; ion correlated with 28967; ion correlated with 1781; ion correlated with 3705; ion correlated with 1863; ion correlated with 28247; ion correlated with 4282; ion correlated with 13907; ion correlated with 2194; ion correlated with 22741; ion correlated with 5976,0.011,FALSE,,229.12199,C15H16O2,Naphthalenes,BLXXJMDCKKHMKV-UHFFFAOYSA-N,C1(=CC=C2C(=C1)C=CC(=C2)CCC(C)=O)OC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99,,,,,11.01,Cornell_Pos_S-25,229.12155:2694190 230.1249:580464 231.12826:0,,218.94283_@_2.293,7.861589461,6.477096426,6.784032002,7.948033007,6.216304175,5.572225613,6.558977184,7.712765374,6.942079391,6.350312252,6.458645984,6.620196985,7.383908385,7.5561502,6.391865259,5.419761656,5.154517809,4.707736992,6.428381679,5.760552919,6.951431994,6.262493061,5.259736067,5.639413157,6.428965251,4.99507872,6.492462454,6.370023858,7.262211715,6.558982769,5.142663304,7.053679235,6.101810179,6.465603625,5.920638252,6.539533503,7.165186887,5.702569523,6.516357259,7.296031495,-0.952152886,7.267687724,-0.362908885,0.021360966,0.396598872,0.376246725,590,0.000862019,-0.020498948,0
18289,18289,1.659,493.77835,Unknown,[M+H]+,ion correlated with 8028; ion correlated with 9200; ion correlated with 21167; ion correlated with 18917,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,39.36,Cornell_Pos_S-06_R,493.77835:692088 494.7817:0 495.78506:0,,486.65726_@_1.675,5.268547528,3.698870004,3.607067934,4.929656565,2.874850503,3.249978469,3.762380271,5.850919731,3.604142703,4.186207082,3.841761269,3.662013696,4.008724849,4.682022711,3.879353109,3.515020411,3.451722931,3.305746629,3.690122111,4.306043691,4.047284597,3.532295047,3.182785887,3.634929603,3.238447548,3.631475583,3.693301486,3.345718841,3.775043263,3.353725109,3.412180539,3.728457025,3.731301426,3.586463112,3.582650163,3.567468959,3.855814288,3.58382427,3.510932519,3.283876126,-0.677452576,4.376035508,-0.362671236,0.021452529,0.282391286,0.267899897,591,0.00086348,-0.020589049,0
13547,13547,2.12,403.14807,w/o MS2:Besonprodil,[M+H]+,,0.135,FALSE,13.242,403.14859,C21H23FN2O3S,4-benzylpiperidines,FCBQJNCAKZSIAH-UHFFFAOYSA-N,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.6,99.4,,,,44.16,Cornell_Pos_S-01,403.14807:1371977 404.15142:268342 405.15478:0,,395.98117_@_2.148,6.382350878,4.993984902,5.822446833,6.484130904,4.746846972,4.497294145,4.934245999,5.636739784,4.883466368,3.260297878,4.765630187,5.01399084,6.330414203,5.591812758,5.024307328,5.30022854,3.259586833,3.842392495,5.040085321,4.04569569,3.596793339,6.104654095,4.448935259,5.591837519,4.278609739,4.967010546,4.907064266,5.529694947,5.206705096,3.725002685,4.673941292,5.430125031,3.450280244,5.115019082,5.383447591,5.934698762,5.699806184,5.659195055,6.04087797,4.62298542,-1.016847283,5.920728379,-0.362659559,0.021457036,0.42388127,0.402129081,592,0.000864941,-0.020592096,0
24783,24783,1.863,635.23462,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,23.88,Cornell_Pos_S-42_R,635.23462:1024030 636.23797:0 637.24133:0,,625.07166_@_2.133,6.157328566,5.532452869,5.660869868,5.785639981,5.758576636,3.808929111,4.433826937,5.717020678,5.336023791,4.84986917,4.481976297,5.344715891,4.677920586,5.677417513,5.482548723,5.353348784,3.916950221,3.356920797,5.713414367,5.486400938,3.281708872,5.446279397,4.731263922,5.770197401,5.414671697,4.974793922,5.586501876,5.460755616,5.202617057,5.080703422,4.333880977,5.097567429,4.934650995,5.314614636,5.19827095,4.90593906,5.072800311,5.254878644,4.265407063,4.994086024,-0.79192144,5.784072821,-0.362602307,0.021479147,0.330179072,0.313235371,593,0.000866402,-0.020612746,0
11841,11841,13.02,370.25955,"w/o MS2:9,13-Epoxy-3,18-dihydroxy-15,16-labdanolide",[M+H]+,,0.787,FALSE,,370.25879,C20H32O5,Gamma butyrolactones,QHYFPLAXWXWDJP-GNQMFGHGSA-N,C[C@@H]1CCC2[C@](C)(CC[C@H](O)[C@@]2(C)CO)[C@@]12CC1(COC(=O)C1)CO2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,97,,,,,1901.49,Cornell_Pos_S-25_R,370.25955:224823824 371.2629:46521852 372.26626:2616535,,363.00192_@_1.981,5.709732115,6.231928828,5.984058333,6.110253534,5.621642795,5.679716935,5.348389359,4.97296255,4.119112866,4.001861802,4.353721937,4.658555148,5.640149556,4.568052143,5.694905844,5.58876144,4.7649375,5.01206053,3.56841654,4.347653429,4.667455863,6.018789888,5.068072085,4.465445737,5.843764825,5.529641239,5.608727932,5.016866209,5.934428845,4.962838083,5.855579272,5.455687555,4.41308455,5.103933958,5.945324188,6.152237823,5.50768282,6.078301064,6.115379241,5.145485867,-0.81928133,6.008993203,-0.362557859,0.021496327,0.341634561,0.324103002,594,0.000867863,-0.020628464,0
24993,24993,1.747,640.09851,Unknown,[M+H]+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,26.13,Cornell_Pos_S-13,640.09851:1280993 641.10186:0 642.10522:0,,630.39142_@_15.12,4.737123671,4.526802001,4.569211936,4.520995224,4.920598839,4.878954347,5.01767291,4.955139605,4.773491049,4.97981379,4.587552203,5.028669581,4.914575227,4.44146837,4.980043802,5.129569052,4.131235645,4.690662696,4.785487051,4.631354838,4.939489702,4.771431332,4.986118567,4.772310573,4.854976965,4.728216785,4.702870578,4.731017223,4.901502188,4.624552742,5.233512436,4.675492369,5.088605587,4.755675721,4.914816005,5.047521623,4.917266908,4.855168813,4.962796458,4.95964754,0.252280101,4.588533208,0.362431115,0.021545377,0.105241385,0.099840745,595,0.000869324,-0.020676053,0
11742,11742,10.688,368.24542,"w/o MS2:NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based: Match]",[M+H]+,,0.404,FALSE,,368.24399,C20H30O5,Colensane and clerodane diterpenoids,XKXZAYIPFRBKHT-UHFFFAOYSA-N,CC(CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2C(O)=O)CC(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,89.8,,,,,13.16,Cornell_Pos_S-42_R,368.24542:5207626 369.24877:1082183 370.25213:0,,360.9465_@_1.871,5.272321875,4.103695277,3.329663572,5.356339464,3.205500074,3.897721596,3.402217229,4.613503099,3.654073587,3.567697298,3.794763123,3.306921498,4.833730357,5.290253668,3.472093269,3.77043889,3.453553921,2.703830454,3.11141522,3.711103719,4.659731831,3.453501438,3.53795158,3.257976195,3.023145753,3.722217686,3.814736753,3.515559574,4.453117869,3.236971429,3.603485942,4.144547081,4.055434581,3.318180642,3.812546888,3.882521963,3.700102619,3.630566778,4.7646804,3.961054366,-0.756148148,4.515505047,-0.36242722,0.021546885,0.315439318,0.299252013,596,0.000870785,-0.020676101,0
10380,10380,2.146,342.96985,Unknown,[M+H]+,similar chromatogram in higher mz_25129,0.494,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.72,Cornell_Pos_S-07,342.96985:954671 343.9732:0 344.97656:0,,335.25601_@_2.14,6.183002519,4.891633959,5.70038143,6.581526891,6.401687596,7.145156234,6.740342835,7.102061287,7.124334043,7.732450048,7.826072622,6.75515021,7.071984657,7.25851576,6.821585884,6.024016692,6.594760844,6.608998848,6.241534118,6.512488554,7.396349943,6.417113229,6.209574534,5.79454264,5.936313373,6.568233684,5.697411011,6.098185215,6.796590818,6.051385686,7.149475182,7.09921939,7.261521195,6.946142924,6.143754224,5.666450413,7.094555217,5.940310477,5.28973112,6.627050992,0.77600412,5.8391362,0.362311999,0.02159156,0.323841069,0.307222613,597,0.000872246,-0.020719314,0
7123,7123,12.61,279.17633,Unknown,[M+H]+,,0.247,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.89,Cornell_Pos_S-42_R,279.17633:2702672 280.17968:672105 281.18304:192658,,271.7059_@_9.69,4.399400993,3.604286283,3.865692373,3.587817661,3.788598011,3.298940536,3.443104259,2.543779441,2.882206529,3.089085163,2.827553655,3.680369714,3.980643548,3.442502882,3.415316824,3.453346983,3.35970032,3.849065282,3.290981119,3.190125563,3.702815565,3.733064056,3.40999209,3.699613379,3.466180082,3.486363144,2.881807499,3.079634864,2.98019249,3.081537231,3.20413208,3.564347537,4.263923212,3.490126678,3.353733824,3.771977016,2.398377363,2.731345646,3.485704041,3.634037318,-0.504459746,3.864299328,-0.36220811,0.021631907,0.210590015,0.19978323,598,0.000873707,-0.0207582,0
30458,30458,1.657,786.4389,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,31.43,Cornell_Pos_S-06_R,786.4389:843582 787.44225:0 788.44561:0,,775.1261_@_1.935,5.692277654,5.792871415,6.096180314,5.805587466,4.722714162,4.599118872,5.005587501,4.752458858,5.401294401,5.535799215,4.919971848,5.718770859,5.931450984,5.09339797,5.752156155,4.83892062,4.01993223,4.737368869,5.528323899,4.497110423,4.363127606,6.29126227,4.96887569,5.451795727,5.440331598,5.320064962,5.678241105,5.670818834,5.38124262,5.46261496,4.656060408,5.703944836,4.856182796,5.355347005,5.29368597,6.085210215,5.722984089,5.253208843,4.895149312,5.361791112,-0.617109301,5.846729212,-0.362027132,0.021702343,0.257764531,0.244536905,599,0.000875168,-0.020827175,0
32753,32753,1.989,906.25879,Unknown,[M+2H]2+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.48,Cornell_Pos_S-03,906.25879:732467 907.26214:0 908.2655:0,,881.31042_@_2.045,5.421150187,4.616694518,5.245210558,5.914320665,4.96598996,2.86756742,4.593247389,4.263104803,4.504334238,4.867587679,4.637900997,4.969849502,3.180628542,3.505612673,5.124161566,4.772258974,3.522362464,4.120730099,4.639936077,4.411940846,5.143154701,5.579571273,3.512720493,5.241106674,5.1142563,4.415181084,4.881410665,5.249988051,2.942473899,4.45154878,4.477083139,5.093697227,4.784477072,4.656939807,4.729699425,4.64294866,4.444665907,4.536484326,3.571535182,4.468092672,-0.830337077,5.299343982,-0.361678033,0.021838752,0.347214307,0.329396413,600,0.000876629,-0.020962123,0
33210,33210,1.937,941.33368,Unknown,[M+2H]2+,,0.146,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,23.79,Cornell_Pos_S-13,941.33368:1064168 942.33703:1220484 943.34039:1105636,,913.26019_@_2.084,4.689548378,4.587813908,4.791454131,5.295187338,3.836882526,3.181022169,4.435960722,5.062519326,4.484111203,4.421044818,3.757579877,3.248235763,4.759181284,4.949567466,3.921563367,3.973246904,3.305245831,3.006327964,2.64430999,3.50238529,3.124823319,4.669174837,2.881556954,4.745018713,4.313523149,4.029809134,4.077308344,4.140459923,4.337729037,4.076659955,3.055639348,4.503163008,4.499956483,4.826822775,3.594818726,4.082494274,4.944418854,4.820800758,3.509744933,4.319734312,-0.812033124,4.841000939,-0.361607697,0.021866322,0.3396363,0.322207285,601,0.00087809,-0.020988232,0
31902,31902,18.926,851.58838,Unknown,[M+H]+,,0.326,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,21.07,Cornell_Pos_S-37_R,851.58838:630665 852.59173:331189 853.59509:101883,,832.55939_@_12.049,5.246419436,5.925643198,5.991560255,5.127151267,3.848087867,3.120462486,5.132775706,5.02900994,4.982387917,5.02902327,5.338822359,4.989454869,5.000873196,5.156770081,3.701188864,2.898215416,2.899101387,4.99378823,3.76647131,6.233096231,4.54346391,3.982191872,1.63397996,3.357810042,3.078894968,3.521157107,3.234611266,2.906463951,4.625358455,3.81548234,3.574345029,6.461900735,5.378826043,4.528395738,3.295970326,5.909304043,5.018903372,3.145813802,4.011866081,4.905156904,-1.32132062,5.572693539,-0.361200934,0.022026334,0.553363876,0.524967067,602,0.000879551,-0.021146783,0
16766,16766,2.147,464.95166,Unknown,[M+H]+,,0.416,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,194.06,Cornell_Pos_S-06,464.95166:10873416 465.95501:1282165 466.95837:1801700,,457.32263_@_19.66,5.913185588,5.821263433,5.585088995,5.683902208,5.904668983,5.769110165,5.944058655,5.801940666,5.942237081,5.612024847,5.867646899,6.040757364,5.784726072,5.867625565,5.936782598,5.949073474,6.042388408,5.901944673,5.867610752,6.138987205,5.640028268,5.945547553,5.872396459,5.894817936,5.893269576,6.024386491,6.032131152,5.758606382,5.907727993,6.012998449,6.049439729,5.903204239,5.958421951,5.731322375,5.918506538,5.803270846,6.038265216,6.151139418,5.794744611,6.044290392,0.158753805,5.750860056,0.361121815,0.022057571,0.06650222,0.063089546,603,0.000881012,-0.021176559,0
6561,6561,16.992,267.1749,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.51,Cornell_Pos_S-25,267.1749:864731 268.17825:102072 269.18161:0,,259.11478_@_1.704,5.617442908,8.395468897,8.394104833,5.723448207,8.216773485,8.30810273,5.529826757,5.391970843,5.600307182,8.844512986,8.315961329,9.076513071,8.948028046,8.285967145,8.554454932,8.026753324,8.066349732,8.229435694,8.452549723,8.268890105,8.328720474,8.835929664,8.09890931,8.401951856,8.282130748,8.32045698,8.450192492,8.656163051,9.028758724,8.194170504,7.999833557,8.667166997,8.993435636,8.332829197,8.622242682,8.473073112,8.628737822,8.544112467,8.755946123,8.681927539,1.201080623,7.032616211,0.361114948,0.022060284,0.50314558,0.477325808,604,0.000882473,-0.021177811,0
16445,16445,17.753,458.32468,w/o MS2:Threonine conjugated chenodeoxycholic acid,[M+H]+,,0.202,FALSE,,458.32599,C28H47NO6,Glycinated bile acids and derivatives,FDLBWFQZCBIUPV-JPWRXKRQSA-N,C[C@H](CCC(N[C@@H]([C@@H](C)O)C(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,91.4,,,,,221.81,Cornell_Pos_QC100_3_20240428192327,458.32468:23082344 459.32803:0 460.33139:892133,,451.38141_@_10.757,2.983647925,3.56748971,2.724215876,2.851266711,3.731521774,3.261046656,3.325609419,2.809464275,3.194028151,3.847530469,3.055917872,3.178866849,3.604990005,3.726952345,3.48139717,3.871334929,3.343629593,3.39243567,3.559940272,3.758850633,3.836355308,3.535025962,3.380942182,3.496756153,3.476944669,3.619179099,3.043192495,2.720913797,3.759443074,3.843221845,3.528556653,3.594414639,3.814964049,3.277028955,3.886261218,3.549153783,2.89980386,3.626999428,2.683625954,3.672239692,0.423582136,3.031655056,0.360971901,0.02211686,0.177523969,0.168414024,605,0.000883934,-0.021232926,0
28754,28754,12.085,737.56488,Unknown,[M+H]+,,0.112,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,207.42,Cornell_Pos_S-47,737.56488:75546464 738.56823:37993560 739.57159:8893253,,727.06256_@_15.51,4.523049576,5.938560579,4.802883919,4.491573914,4.197690756,4.365734543,4.627501466,3.982992429,4.217152322,4.793660411,4.330353199,4.509640259,4.67876299,4.63034152,4.220710637,4.68029433,4.729924338,4.390245256,4.088735321,4.584566942,4.249278302,4.366577129,4.604432799,4.419584346,4.085035871,4.611821894,4.695795411,3.864424884,4.216743018,4.231286349,4.294495491,4.759851893,5.915946806,4.608040718,4.551741373,4.384876536,4.581610213,4.507680674,4.283289673,4.468389801,-0.474316722,4.939016997,-0.360875338,0.02215512,0.198848077,0.188643849,606,0.000885395,-0.021269725,0
22661,22661,1.74,585.15338,"w/o MS2:9-(4-hydroxy-3,5-dimethoxyphenyl)-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",[M+H]+,,0.258,FALSE,2.545,585.1546,C27H30O13,Lignan glycosides,HUCNZRPYZDCCEF-UHFFFAOYSA-N,O=C1OCC2CC3=C(OC4OC(CO)C(O)C(O)C4O)C=5OCOC5C=C3C(C6=CC(OC)=C(O)C(OC)=C6)C12,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,92.5,100,,,,23.01,Cornell_Pos_S-42,585.15338:1402476 586.15673:0 587.16009:0,,576.03815_@_2.119,5.752029216,6.284856901,6.731321924,6.786559574,6.081403464,4.821587492,4.679264155,4.642497792,5.328112035,4.500205294,4.821270077,5.640821926,6.224251548,5.322403739,5.682757376,6.070426466,3.743812776,4.828855648,6.34248676,4.94154124,4.062319098,6.253435749,4.869698907,6.330113377,6.045133955,5.710967265,5.959925338,6.260700095,5.780793469,5.579058166,5.918872933,4.737825403,4.544067666,5.529384633,5.969482344,6.523289502,5.636771931,6.252340147,6.550622772,5.432705128,-0.899269524,6.388691904,-0.360859586,0.022161366,0.377020208,0.357672774,607,0.000886856,-0.02127451,0
8331,8331,10.694,303.1926,w/o MS2:Hesperetin,[M+H]+,,0.045,FALSE,,303.19211,C16H14O6,4'-O-methylated flavonoids,AIONOLUJZLIMTK-AWEZNQCLSA-N,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(OC)C(O)=C3)C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.8,,,,,8.74,Cornell_Pos_S-07,303.1926:382414 304.19595:0 305.19931:0,,296.26019_@_17.523,4.818073833,4.888232451,6.179044087,4.625035772,4.857616315,4.906039488,4.886122148,4.812319803,4.862385091,4.781248451,4.967227802,4.396365372,4.606748531,4.52639738,4.874203994,4.761383522,4.924692366,4.713293667,4.720882973,5.093222643,5.003681592,4.93172143,4.755406016,4.776592175,5.312846442,4.604034305,4.884544372,4.565058866,4.753456227,4.708949579,4.537591641,4.329817206,4.39694285,4.688237674,4.948077825,4.962120681,4.805911969,4.920642526,4.746237711,4.735841171,-0.348211486,5.127596536,-0.360730916,0.022212446,0.146048098,0.138553391,608,0.000888317,-0.021324128,0
18655,18655,1.709,500.91116,Unknown,[M+H]+,ion correlated with 18520,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.06,Cornell_Pos_S-47,500.91116:638215 501.91451:0 502.91787:0,,493.31464_@_17.987,3.594029818,4.183618036,5.02232578,4.063117814,4.221983949,4.100969065,2.934177902,3.949506264,3.641882621,3.997113706,3.712810171,3.882517648,4.1688833,3.728852251,3.602101133,3.442252921,4.234667238,3.773391244,3.602645356,3.732642551,3.769560497,4.000546616,3.742280288,3.186707371,4.075242331,3.62424009,4.016656844,4.048247439,4.110523947,3.969595741,3.504672805,3.6541662,3.403481524,3.647432156,4.020055911,4.167526389,4.068524923,3.519963642,3.90906381,3.339283116,-0.423990391,4.215772862,-0.360682347,0.022231752,0.177859084,0.168731942,609,0.000889779,-0.021341973,0
23141,23141,1.908,595.21082,Unknown,[M+H]+,similar chromatogram in higher mz_23676,0.18,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,193.06,Cornell_Pos_S-42_R,595.21082:12958995 596.21417:2635456 597.21753:1085876,,586.89136_@_2.174,6.015699159,3.989707495,4.331188392,6.219534662,3.278044706,3.227626727,2.983874456,4.69465654,4.043651943,3.430505335,3.460817143,3.546122492,5.552012229,5.232458006,2.754649123,3.838186283,3.730252887,3.810979293,3.742656698,2.764134648,2.214000668,6.071026307,3.456698476,4.583936116,3.389964591,3.6015985,3.648236682,4.918981143,4.246275869,3.256802865,4.54433906,3.240581561,3.124308405,3.894090923,3.862113352,4.571877312,4.318402043,4.710465142,6.628418513,3.652836185,-1.193877365,5.139032427,-0.360629371,0.022252826,0.500902371,0.475197713,610,0.00089124,-0.021361586,0
16044,16044,2.065,451.08557,w/o MS2:myricetin-3-O-pentoside,[M+H]+,,0.112,FALSE,,451.08701,C20H18O12,Flavonoid-3-O-glycosides,SBEOEJNITMVWLK-UHFFFAOYSA-N,OC1=CC(O)=C(C(C(OC2C(O)C(O)C(O)CO2)=C3C4=CC(O)=C(O)C(O)=C4)=O)C(O3)=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,89.8,,,,,139.93,Cornell_Pos_S-35_R,451.08557:5099316 452.08892:1367037 453.09228:345415,,443.15646_@_1.875,5.735444949,6.167047514,5.938383531,5.202097877,6.353228368,6.197818541,6.633272047,6.313905497,6.488503399,6.669518831,6.825973517,7.169335018,6.068079194,5.985934113,6.159191079,6.342954138,6.158345897,6.502508523,6.608092141,6.601945572,6.337900723,6.101194157,6.647536948,6.785394593,6.379260173,6.223711838,6.047667383,6.376716154,6.709926716,6.304616267,6.239426303,6.555492348,6.369107864,6.658629241,5.440897313,5.760975193,6.810842765,6.604029835,4.419214694,6.258773889,0.575643207,5.760743468,0.360573181,0.022275197,0.241559733,0.229163684,611,0.000892701,-0.021382496,0
5670,5670,8.66,247.13249,w/o MS2:alpha-Santonin,[M+H]+,ion correlated with 3111,0.112,FALSE,1.073,247.1326,C15H18O3,"Eudesmanolides, secoeudesmanolides, and derivatives",XJHDMGJURBVLLE-BOCCBSBMSA-N,O=C1C=CC2(C(=C1C)C3OC(=O)C(C)C3CC2)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,99.7,,,,17.81,Cornell_Pos_S-36,247.13249:3280354 248.13584:0 249.1392:0,,239.00255_@_1.937,4.932062003,3.49658009,5.871635516,4.627776058,3.743584231,4.039639446,3.684168827,4.10660227,3.430039108,4.268039456,4.239753233,3.299842709,4.574129754,4.500788871,4.168618969,3.681038099,3.112404541,3.558965809,4.115624858,5.015713656,2.541108647,4.478783972,3.240070024,6.189414686,4.583272703,3.435582695,3.393627314,3.416155068,3.145921402,3.742305575,3.445574947,3.511333144,3.508896874,3.256188643,3.590315728,3.446652797,4.424737635,3.652666317,4.254836049,4.26905225,-0.869084242,4.732013417,-0.36048545,0.022310163,0.364799725,0.346079406,612,0.000894162,-0.021416001,0
5201,5201,16.537,235.20662,w/o MS2:ISO E Super,[M+H]+,,0.034,FALSE,11.258,235.2056,C16H26O,Ketones,FVUGZKDGWGKCFE-UHFFFAOYSA-N,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.7,99.9,,,,9.23,Cornell_Pos_S-03_R,235.20662:989230 236.20997:175241 237.21333:0,,226.98749_@_1.973,7.144996832,6.168472073,6.073543138,7.578055073,5.571605475,5.655868773,6.612463822,6.687672695,6.180698008,5.655706368,5.515275321,6.116994146,7.297754178,6.666474163,5.890869851,5.622741771,4.609727063,5.171024173,5.046989649,4.488157958,5.450101551,6.243666491,5.47559248,5.390774668,5.689075489,5.849084564,5.856198634,5.203761439,6.750351595,5.77092192,5.459177979,6.687046125,4.734957817,6.818268303,6.17703495,6.051065437,6.301815746,5.897781821,6.967502105,6.439293341,-0.852280783,6.741266779,-0.360232144,0.022411376,0.358035558,0.339662354,613,0.000895623,-0.021515753,0
