,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
29875,29875,9.343,769.41266,Unknown,[M+H]+,,0.236,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,83,Cornell_Pos_S-42_R,769.41266:6521339 770.41601:2451716 771.41937:520431,,758.88513_@_2.383,5.964224255,6.004972291,4.539275836,5.057379923,4.961894544,6.813441864,5.595353915,4.634142097,4.700931789,6.787502844,3.638658879,3.215290072,6.279122783,5.6798156,5.182728823,3.362625837,5.587183666,3.425989768,3.591676007,3.681010795,5.701904326,4.061304979,4.649103332,5.972459065,3.901627284,5.303157698,4.651593533,3.751601344,5.045915971,5.594705417,4.967941637,2.835493378,3.999143811,3.872291,4.95507256,5.271620327,3.435128041,4.681702978,4.545721017,5.841996894,-0.81595992,5.446335591,-0.325621353,0.040329208,0.384349042,0.343772234,1060,0.001548666,-0.038780542,0
9607,9607,2.423,329.04306,w/o MS2:altenusin,[M+H]+,,0.247,FALSE,,329.04221,C15H14O6,Biphenyls and derivatives,ADPBTBPPIIKLEH-UHFFFAOYSA-N,O=C(O)C1=C(O)C=C(OC)C=C1C=2C=C(O)C(O)=CC2C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96.3,,,,,38.51,Cornell_Pos_S-43_R,329.04306:3788775 330.04641:361633 331.04977:420107,,320.23245_@_7.925,4.414518873,4.217119069,4.542169268,5.130333936,4.771504884,5.225886403,4.330372179,4.469195911,4.906967872,5.492122342,5.778165084,4.635078506,6.581905275,4.094530193,5.821414894,4.6860709,5.854493046,5.618464807,4.678728578,4.990196223,4.990823322,5.298487321,4.756184398,5.108351714,5.504954657,4.685716522,5.079399164,5.864970791,5.149202604,5.275776925,5.65377421,3.132330688,4.536176093,6.254177287,5.289630889,4.730390518,4.53760209,5.65807697,5.174539924,5.12432962,0.516832229,4.637637565,0.325530385,0.040388356,0.243524295,0.217814752,1061,0.001550127,-0.038838229,0
2977,2977,0.134,179.97862,Unknown,[M+H]+,ion correlated with 1197; ion correlated with 2097; ion correlated with 1752; ion correlated with 3618; ion correlated with 6958; ion correlated with 2442; ion correlated with 2860; ion correlated with 527; ion correlated with 6800; ion correlated with 10608; ion correlated with 329; ion correlated with 437; ion correlated with 607; ion correlated with 1032; ion correlated with 1124; ion correlated with 1229; ion correlated with 1259; ion correlated with 1284; ion correlated with 1537; ion correlated with 1704; ion correlated with 1773; ion correlated with 1805; ion correlated with 1892; ion correlated with 2049; ion correlated with 2150; ion correlated with 2221; ion correlated with 2391; ion correlated with 2737; ion correlated with 7455; ion correlated with 7520; ion correlated with 7567; ion correlated with 7672; ion correlated with 7747; ion correlated with 7790; ion correlated with 7869; ion correlated with 7958; ion correlated with 8406; ion correlated with 8477; ion correlated with 8513; ion correlated with 9238; ion correlated with 9769; ion correlated with 9812; ion correlated with 10558; ion correlated with 10659; ion correlated with 10824; ion correlated with 11265; ion correlated with 11365; ion correlated with 11459; ion correlated with 11515; ion correlated with 11657; ion correlated with 12973; ion correlated with 13108; ion correlated with 13170; ion correlated with 13634; ion correlated with 13733; ion correlated with 13844; ion correlated with 14539; ion correlated with 14631; ion correlated with 14723; ion correlated with 14844; ion correlated with 14948; ion correlated with 15275; ion correlated with 15372; ion correlated with 15457; ion correlated with 20426; ion correlated with 20526; ion correlated with 20567; ion correlated with 20608; ion correlated with 20651; ion correlated with 20701; ion correlated with 20731; ion correlated with 20774; ion correlated with 20833; ion correlated with 20877; ion correlated with 21524; ion correlated with 5209; ion correlated with 994; ion correlated with 2316; ion correlated with 2477; ion correlated with 2614; ion correlated with 2814; ion correlated with 3411; ion correlated with 3542; ion correlated with 3980; ion correlated with 5047; ion correlated with 5086; ion correlated with 6899; ion correlated with 8573; ion correlated with 8608; ion correlated with 8661; ion correlated with 8782; ion correlated with 9313; ion correlated with 9364; ion correlated with 9401; ion correlated with 9503; ion correlated with 9562; ion correlated with 9889; ion correlated with 9939; ion correlated with 10780; ion correlated with 11108; ion correlated with 11720; ion correlated with 11758; ion correlated with 12377; ion correlated with 12427; ion correlated with 12503; ion correlated with 13295; ion correlated with 13343; ion correlated with 13939; ion correlated with 14052; ion correlated with 14787; ion correlated with 15502; ion correlated with 21464; ion correlated with 570; ion correlated with 1312; ion correlated with 2936; ion correlated with 3004; ion correlated with 3746; ion correlated with 4075; ion correlated with 4151; ion correlated with 5233; ion correlated with 7925; ion correlated with 8708; ion correlated with 8755; ion correlated with 8842; ion correlated with 9659; ion correlated with 10007; ion correlated with 10938; ion correlated with 11032; ion correlated with 11925; ion correlated with 2942; ion correlated with 3060; ion correlated with 4103; ion correlated with 7058; ion correlated with 8069; ion correlated with 9597; ion correlated with 9700; ion correlated with 10050; ion correlated with 11859; ion correlated with 1946; ion correlated with 3669; ion correlated with 5163; ion correlated with 10161; ion correlated with 10213; ion correlated with 18126; ion correlated with 20385; ion correlated with 1857; ion correlated with 4037; ion correlated with 2697; ion correlated with 4776; ion correlated with 1080; ion correlated with 2903; ion correlated with 3588; ion correlated with 611; ion correlated with 1626; ion correlated with 3490; ion correlated with 3440; ion correlated with 4836; ion correlated with 1166,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,168.06,Cornell_Pos_QC100_3_20240428192327,179.97862:2675522 180.98197:0 181.98533:0,,171.32303_@_11.344,3.153947586,2.332988373,3.498347198,3.659846396,3.729215283,4.130230552,2.858553608,2.704905635,3.710122074,3.873815123,4.045006339,3.624934947,3.76785825,4.399702366,3.631910016,3.665938592,3.323634847,3.710794824,2.990565547,2.859735423,3.63129206,3.447901415,3.00329452,3.595612704,3.664833959,3.736791355,3.539229826,4.172670092,3.595875862,4.028847158,3.413414659,2.908322657,4.315802162,3.683713377,3.71189966,3.372113905,3.357355819,3.102561442,3.964038918,4.08453363,0.364437031,3.258504329,0.325486194,0.040417115,0.171743835,0.153612356,1062,0.001551588,-0.038865527,0
19468,19468,15.339,515.47058,Unknown,[M+H]+,,0.303,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.45,Cornell_Pos_S-38,515.47058:96161 516.47393:0 517.47729:0,,509.27979_@_13.955,4.208937991,4.501034497,4.442694223,3.366059198,3.839109858,3.739886137,3.144797782,3.955359691,3.929911596,3.155707454,3.782870704,3.193146938,3.275299996,3.642044148,4.159767705,3.926834649,3.75508806,2.488688808,2.868404754,3.367200254,3.551789145,3.772746977,2.650853401,3.52319429,2.795503764,3.743440593,3.595545241,3.908425744,3.853862241,3.751456292,3.540143221,4.21633524,4.270770193,3.670214911,4.0108064,2.962332659,2.893563644,3.693581539,3.068132745,3.118509664,-0.395479517,3.899734922,-0.325404896,0.040470066,0.186424931,0.166743528,1063,0.001553049,-0.038917017,0
12605,12605,1.899,386.07547,"w/o MS2:Pesticide4_Benzoximate_C18H18ClNO5_Methanone, (benzoyloxy)(3-chloro-2,6-dimethoxyphenyl)-, O-ethyloxime, (Z)-",[M+H]+,,0.101,FALSE,,386.07599,C18H18ClNO5,Benzyloxycarbonyls,BZMIHNKNQJJVRO-JZJYNLBNSA-N,CCON=C(C1=C(C=CC(=C1OC)Cl)OC)OC(=O)C2=CC=CC=C2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.6,,,,,126,Cornell_Pos_S-22,386.07547:2846424 387.07882:632652 388.08218:226955,,377.23114_@_10.982,7.007087234,6.060607499,6.293113686,5.291760917,6.068747019,6.161310851,7.627339341,7.521480547,5.05384913,7.130273546,5.924070175,6.490641752,6.768999701,7.342894352,6.34594904,6.009407939,5.867250079,5.199822502,5.160625178,5.229892654,5.175174224,6.027533285,6.674948013,5.98026486,5.962470816,4.78703788,5.666214993,5.302630874,5.732142855,5.157983036,7.405685262,6.024638271,5.684200534,5.681248815,6.194103721,5.344383491,6.161312674,6.230063259,6.360889338,5.29389236,-0.58610293,6.503930887,-0.325261754,0.040563435,0.276418809,0.247236499,1064,0.00155451,-0.039008925,0
33060,33060,11.592,927.49585,Unknown,[M+H]+,ion correlated with 7674; ion correlated with 2142; ion correlated with 1272; ion correlated with 15332; ion correlated with 24434; ion correlated with 7517; ion correlated with 8603; ion correlated with 33536; ion correlated with 18512; ion correlated with 12859; ion correlated with 33232; ion correlated with 4345; ion correlated with 33742; ion correlated with 8718; ion correlated with 7179; ion correlated with 30007; ion correlated with 9208; ion correlated with 4744; ion correlated with 7954,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,52.64,Cornell_Pos_Blank1,927.49585:387654 928.4992:0 929.50256:0,,902.56616_@_15.342,5.994202,5.508695487,5.76360142,5.337928963,5.590037027,5.520679134,5.66911849,5.336921838,5.354629361,5.393455445,5.521065143,5.580177793,4.935358134,5.356275841,5.347629397,5.927014127,5.517214111,4.948351293,5.647786714,5.292599349,5.451652429,4.975052627,5.617033929,5.458941013,5.386225552,5.445499759,5.09602739,5.451244412,5.370755999,5.452310993,5.386803191,5.527023661,5.182083963,5.948950753,5.287193894,5.29717209,5.207399394,5.47742171,5.536704668,5.41339722,-0.19044644,5.590148045,-0.325257194,0.040566412,0.089820065,0.080337508,1065,0.001555971,-0.03901044,0
4376,4376,4.662,214.1441,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.92,Cornell_Pos_S-35,214.1441:1432249 215.14745:252644 216.15081:0,,204.14114_@_9.135,4.478265512,6.633590384,4.783921175,4.828925547,4.402356881,4.555722119,5.511585711,4.725311022,4.792034743,4.636215425,4.432093717,5.010840032,4.861693766,4.879298022,4.971099074,4.849439338,4.361843987,5.668720733,4.417310958,4.131375049,4.143221622,4.04644407,4.688631298,4.630367395,4.436520059,4.623692724,4.358732565,4.446090198,4.449824248,4.357583129,4.863172485,4.492245241,4.725279678,4.516396367,4.950571972,4.940905753,4.320378329,4.869386494,4.41596343,4.736370303,-0.36421785,4.989959794,-0.32517333,0.040621199,0.171825245,0.153685171,1066,0.001557432,-0.039063767,0
5212,5212,1.836,236.0565,Unknown,[M+H]+,,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,20.84,Cornell_Pos_S-15_R,236.0565:2024738 237.05985:9309612 238.06321:517644,,227.08949_@_0.194,2.981381503,2.980722224,3.852331272,3.96003709,3.535076926,3.745720535,3.85791499,4.685284646,3.973410947,2.956076595,3.488470647,2.660526302,3.124968978,3.817945896,2.892996489,3.536110751,3.38535151,3.268994841,2.735536678,3.656229816,3.471380018,3.830467643,2.372783708,3.160105113,3.725103031,3.494571754,3.696368483,3.705347807,3.276611916,3.096419544,3.228382032,3.269274239,3.964469728,3.069588219,3.810463007,3.469753952,3.214873833,2.72838289,3.064425865,3.618891929,-0.363424768,3.699808648,-0.32513577,0.040645756,0.171473245,0.153370333,1067,0.001558893,-0.039086863,0
20068,20068,17.534,527.10394,Unknown,[M+H]+,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.28,Cornell_Pos_S-29,527.10394:47083 528.10729:0 529.11065:0,,519.89996_@_1.862,3.717852492,3.884852715,3.35994357,3.737386662,3.812142607,5.039217952,3.292861862,3.504877695,2.962344086,3.213897582,3.082292236,3.560514827,4.273105885,3.924257677,3.492573874,3.61984532,3.50059002,2.840950757,3.733231143,3.585559469,2.740528052,3.152977353,3.467514187,3.673901464,3.715288573,3.669358268,2.743554369,4.074540126,3.713115739,3.381477484,3.414958948,3.74261367,3.030204556,3.750112345,3.053966268,3.170816014,1.750952684,3.543921608,3.564350864,3.129075319,-0.410129733,3.793641944,-0.324940627,0.040773537,0.193639805,0.173196707,1068,0.001560354,-0.039213183,0
14644,14644,1.718,423.16043,w/o MS2:Thaxtomin B,[M+H]+,,0.157,FALSE,,423.16299,C22H22N4O5,Alpha amino acids and derivatives,PCCPGPMTZJOQFC-PGRDOPGGSA-N,CN1C(C(=O)N(C(C1=O)(CC2=CC=CC=C2)O)C)CC3=CNC4=C3C(=CC=C4)[N+](=O)[O-],530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,71,,,,,17.45,Cornell_Pos_S-38_R,423.16043:598991 424.16378:0 425.16714:0,,415.29132_@_10.871,4.606713985,4.34203489,4.648912804,3.954333181,5.258870747,4.889761035,4.831300974,4.726233182,3.30388315,5.177344563,4.083316004,4.910544266,4.919288146,4.177531734,4.640322312,5.174683103,6.567984181,3.516090441,3.352109095,3.413182705,2.928132939,4.030458516,4.424335823,3.482089674,4.346208055,3.666225947,3.670471893,3.704186369,4.090903805,3.955916725,4.31332095,3.60239391,3.071548939,4.202329827,4.858492122,4.079960727,2.947205479,4.172453108,3.675322353,3.433072728,-0.598166675,4.6572701,-0.324889857,0.040806835,0.282469439,0.252648347,1069,0.001561815,-0.03924502,0
17812,17812,2.324,485.04175,Unknown,[M+H]+,,0.112,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.6,Cornell_Pos_S-50_R,485.04175:563433 486.0451:0 487.04846:0,,478.24622_@_7.85,6.657894618,6.562115281,3.667355946,3.856484544,3.6899764,6.247620965,5.513065596,5.027575946,3.046391776,5.701209402,3.547657339,5.781502005,5.909623565,4.856645053,4.257124595,4.60176782,6.096448633,3.646589972,3.849498068,3.598184706,3.699391482,3.223652208,5.048339042,4.551733538,3.228580361,3.82377217,3.337559878,3.630276877,3.407472924,3.615771775,6.688943488,3.829099584,3.168017522,3.606965343,6.074495117,3.656904263,3.731432446,5.42968721,3.081520803,3.701949092,-0.92062966,5.152761162,-0.324888956,0.040807426,0.434745968,0.388848615,1070,0.001563276,-0.03924415,0
30959,30959,1.997,805.61761,Unknown,[M+NH4]+,adduct linked to 30536_[M+H]+,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.91,Cornell_Pos_S-05,805.61761:1401598 806.62096:0 807.62432:0,,790.9917_@_2.01,3.067070063,3.956399993,3.738654583,3.348738645,3.693847807,4.454949653,4.315671982,4.482380411,3.188196995,4.337231078,4.248795432,3.114446857,4.336413434,4.278312615,3.473838698,3.357328757,2.352127888,3.18737958,2.617442683,3.707300673,3.734596492,4.030744384,3.577983969,3.184992953,2.865036821,3.208992775,3.235865797,3.493732431,3.984873988,3.502810243,3.005846648,3.283057768,3.493677879,3.812325456,3.72930354,3.333129657,3.689620838,3.084432049,3.507913904,3.320511756,-0.404768391,3.882214142,-0.324869018,0.040820509,0.191155583,0.170974751,1071,0.001564737,-0.039255771,0
19717,19717,5.01,520.21796,"w/o MS2:(3R,5aS,6R,8aS,9R,10S,12R,12aR)-3,6,9-trimethyldecahydro-3H-3,12-epoxy[1,2]dioxepino[4,3-i]isochromen-10-yl 4-((3,4-dihydroxyphenethyl)amino)-4-oxobutanoate",[M+H]+,ion correlated with 23721,0.135,FALSE,7.21,520.21997,C27H37NO9,Artemisinins,LBQUZEGPLOWJBH-NHLWRVOBSA-N,O=C(OC1OC2OC3(OOC24C(CC3)C(C)CCC4C1C)C)CCC(=O)NCCC5=CC=C(O)C(O)=C5,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,81,100,,,,6.85,Cornell_Pos_S-50,520.21796:1165893 521.22131:466885 522.22467:0,,513.37854_@_8.822,6.409383028,6.794156518,6.453641377,5.80020915,5.789528813,5.781286562,6.573113635,6.51976988,5.903037803,6.251844895,5.652334845,6.331625135,6.263594091,6.543547202,6.557852506,5.657423979,6.566088781,5.45022884,5.832228983,5.855420858,6.204841378,5.804187881,5.960189469,6.280815689,5.823954508,5.922341817,5.829432397,6.1157755,6.241296724,6.113436816,5.998163523,5.98356414,5.768675708,5.854009833,6.140493595,5.699554099,5.547394036,6.163700256,5.954755794,5.86965708,-0.26071524,6.265136121,-0.324832336,0.040844587,0.123140707,0.110140397,1072,0.001566198,-0.039278389,0
17762,17762,13.444,484.28992,Unknown,[M+H]+,ion correlated with 17770,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.35,Cornell_Pos_S-22,484.28992:1042318 485.29327:259241 486.29663:51265,,477.12817_@_1.784,5.532507595,5.110491778,4.384843143,4.391100625,5.736065681,4.805913221,4.617469622,5.120887806,4.213699014,4.95912192,4.143139731,5.548946397,5.211529396,4.568110421,4.679380329,4.635747385,4.394033662,3.386706424,4.348523431,4.226136051,4.414876488,4.561434563,3.338253292,4.916151121,4.38725611,5.031450454,3.045503384,4.301845422,3.301845645,5.135247449,5.08904919,4.373250409,3.569106282,4.775749324,5.476937218,4.485860069,4.553969308,5.399103746,3.478808916,3.588325586,-0.539313117,4.962409934,-0.324800412,0.040865552,0.254755709,0.227860433,1073,0.001567659,-0.039297893,0
21510,21510,9.708,559.38043,"w/o MS2:NCGC00381059-01!5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",[M+H]+,,0.056,FALSE,,559.383,C30H56O10,Tricarboxylic acids and derivatives,RZQNQMRSGMXXMH-UHFFFAOYSA-N,CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,71,,,,,7.57,Cornell_Pos_Blank1,559.38043:208772 560.38378:60987 561.38714:0,,550.41669_@_19.344,3.129018022,4.265844142,4.135700389,3.430351416,4.174299602,4.100265264,4.361279013,3.650011438,3.218819599,3.811116178,4.932204698,4.02553381,4.085777826,4.495684899,3.515550567,4.396250969,4.490351133,4.615218289,4.635374877,4.29950854,4.40055121,4.649566403,4.492445372,4.271298549,4.721821387,4.506747179,3.442289099,4.493403418,4.823039626,4.441295307,4.184345028,3.625237453,4.36743918,4.836576288,4.36297467,4.531706774,3.320047471,4.874522168,3.809564347,4.917008504,0.393943552,3.905846161,0.324786946,0.040874398,0.186096013,0.166449334,1074,0.00156912,-0.039305278,0
30445,30445,1.999,786.04944,Unknown,[M+H]+,,0.18,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,19.27,Cornell_Pos_S-34,786.04944:513362 787.05279:0 788.05615:0,,774.52826_@_13.342,5.198314821,5.15590927,4.046455619,4.961906961,4.464738408,4.641421736,4.822122086,5.87758495,4.799768039,4.892215426,4.915134123,4.859731142,5.048930494,4.447380004,4.711861087,4.972641516,4.817294592,4.106344862,4.024106302,4.237026637,3.593880408,4.272255794,5.735602123,3.962709514,5.15822518,3.742789983,3.771585794,4.706675857,3.172575544,4.127886344,4.001480509,4.283375036,3.978500731,4.424005913,3.871750912,4.743004818,3.58488528,4.616723956,4.182571571,5.479296401,-0.482237485,4.896056731,-0.324536424,0.04103925,0.228001992,0.203931181,1075,0.001570581,-0.039468669,0
30414,30414,2.053,784.97552,Unknown,[M+2H]2+,ion correlated with 27481,0.18,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,31.8,Cornell_Pos_S-49,784.97552:7326540 785.97887:1789362 786.98223:0,,773.44299_@_13.298,4.969885136,5.917738021,4.047131831,4.424153151,4.522234128,5.117339768,5.669045103,5.362158618,3.864540561,5.803923136,4.22099713,5.593500388,5.217090332,4.317739647,4.254254325,5.630055471,5.306267846,2.946512119,4.017849342,3.114081618,3.281376925,4.120345415,5.713018106,3.311436048,4.84958105,3.684675391,3.564966559,4.765831892,3.690236162,3.528147569,3.845554279,4.031428961,3.705616799,3.707482454,3.721240417,5.498761556,3.58289991,5.775612373,4.226446103,4.967626097,-0.69561397,5.003710719,-0.324447333,0.041098005,0.328987382,0.29425526,1076,0.001572042,-0.039525963,0
32218,32218,15.278,869.29028,Unknown,[M+4H]4+,,0.236,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,30.78,Cornell_Pos_QC100_3_20240428192327,869.29028:1060096 870.29363:4323400 871.29699:998315,,849.66284_@_2.051,5.872391087,4.766905783,3.814513412,3.643683318,4.351651814,5.142145366,4.160874239,4.979919374,3.35973742,5.789595642,3.719020845,5.088692591,4.257947502,4.406187212,4.46811495,4.292934236,4.800037299,3.376610932,2.969258611,3.459617993,3.738480235,4.308158018,2.105897548,4.240937143,3.335050801,3.845109784,3.768168741,2.990681722,4.360612461,3.661054766,4.982526764,3.72430536,3.742616428,5.034431121,4.685948184,3.421341115,2.858422449,4.7239676,3.392650092,3.283710312,-0.64801599,4.591510549,-0.324406443,0.041124995,0.306519314,0.274159209,1077,0.001573503,-0.039551492,0
2266,2266,0.134,163.11147,w/o MS2:Valerophenone,[M+H]+,,0.236,FALSE,11.575,163.11169,C11H14O,Alkyl-phenylketones,XKGLSKVNOSHTAD-UHFFFAOYSA-N,CCCCC(=O)C1=CC=CC=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.7,99.3,,,,2.09,Cornell_Pos_S-01,163.11147:101617 164.11482:49748 165.11818:0,,153.90186_@_9.691,3.084596667,4.033882339,3.336542796,3.805698838,3.359206771,3.641810676,4.498405959,4.437981717,3.023724986,3.305334506,4.240382553,2.79053315,3.577419345,3.627925484,3.626610467,3.786616542,3.414690431,3.38984965,3.818953846,3.800466254,3.510616029,3.187269057,3.304876693,3.217340214,3.247455297,3.755129108,3.309872227,3.096003391,3.613974082,3.664266816,4.379724836,3.659900124,3.478428435,3.054530954,2.848566258,3.021131146,3.328310189,3.331211982,3.358472931,3.595663786,-0.325851634,3.77476572,-0.324387726,0.041137354,0.15414166,0.137868492,1078,0.001574964,-0.03956239,0
18529,18529,1.806,499.11008,Unknown,[M+H]+,,0.36,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,247.68,Cornell_Pos_S-23,499.11008:7105801 500.11343:1118613 501.11679:0,,491.21979_@_11.141,2.854495752,5.985341194,3.273373532,3.377862881,3.704774479,3.25049348,4.955432994,4.937840242,3.06840552,3.907752932,2.961452572,4.787446864,3.984067372,3.951067989,3.535270602,3.198569086,3.322380636,3.602725249,3.447682617,3.789073089,3.521638638,3.283308008,3.483294846,3.796513997,3.381336187,3.792254976,3.786656128,3.915348546,3.850686703,3.765909001,3.827950699,3.522278633,3.757225477,3.396975212,2.85176958,2.894659697,3.358289714,2.861613318,3.438656909,3.311131723,-0.500158303,4.042451819,-0.324333724,0.04117303,0.236640142,0.211657377,1079,0.001576425,-0.039596604,0
12444,12444,9.102,382.2579,Unknown,[M+H]+,,0.596,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.67,Cornell_Pos_S-09,382.2579:719976 383.26125:3343814 384.26461:0,,374.22821_@_2.14,3.470769947,2.616220133,4.53123439,4.918936483,4.499819848,3.229264719,3.30263279,4.707531493,5.590417964,3.643062062,4.81158845,4.314613058,4.455264062,4.848883186,3.29608456,4.307963473,4.585472289,4.531780122,4.170782031,5.470858678,4.80213831,4.993330617,4.754229635,3.290150346,5.104112656,5.731838189,4.708757637,4.35869254,4.438173435,4.426888782,3.881985482,4.882472733,5.426603766,4.688840179,3.602715555,3.725260882,3.782480194,4.459737061,4.506206689,3.703727672,0.568421034,3.909551225,0.324317489,0.041183759,0.268952366,0.240558309,1080,0.001577886,-0.039605873,0
31390,31390,2.016,826.86523,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.82,Cornell_Pos_S-25,826.86523:1007312 827.86858:330799 828.87194:345773,,808.09711_@_2.119,6.050407551,6.347078808,5.672654299,5.739246893,5.385923931,5.817622315,5.987032971,5.784520746,5.944594031,6.203347365,3.173563725,4.474120535,5.893448358,6.112118126,5.061767201,4.996405317,5.650503927,4.965905627,5.213631064,3.797691777,6.110638771,5.925340965,6.031106381,4.713164181,4.750221475,5.891791058,5.648358555,4.854042204,5.148525084,5.952168592,4.989732617,5.824164098,4.353774729,5.942255709,6.007990812,4.393561688,4.493440182,5.963126215,5.392824287,4.532618439,-0.585375217,5.848060939,-0.324307975,0.041190049,0.276983437,0.247741517,1081,0.001579347,-0.039610702,0
18893,18893,7.006,505.26785,Unknown,[M+H]+,,0.225,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,102.36,Cornell_Pos_S-05_R,505.26785:13669121 506.2712:3948577 507.27456:668867,,498.89282_@_15.295,5.271909889,5.555963819,4.903466113,5.342060869,5.013677156,5.246931053,5.388660317,5.396999286,5.476263463,5.407954652,5.596340164,5.280059834,5.510754495,5.210002819,5.060755363,5.146743731,5.211732922,5.544557908,5.539714137,5.506044473,5.583499397,5.466161818,5.40307292,5.492711156,5.59400205,5.321097003,5.477892795,5.175464326,5.349692152,5.531054252,5.130542739,5.266567176,5.516585857,5.47072516,5.509472898,5.395936894,5.290929657,5.533231874,5.335609827,5.563887961,0.138137121,5.264958563,0.324292479,0.041200294,0.065366173,0.058465282,1082,0.001580808,-0.039619486,0
