,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_LV,0_Cornell_Pos_S-04_LMT_PS_PMM_LV,0_Cornell_Pos_S-13_O_LV,0_Cornell_Pos_S-23_O_LV,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_LV,0_Cornell_Pos_S-25_O_LV,0_Cornell_Pos_S-33_O_LV,0_Cornell_Pos_S-38_O_LV,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_LV,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_LV,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
40855,40855,11.987,754.50989,Unknown,[M-H]-,,0.267,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,39.94,Cornell_Neg_S-15,754.50989:88804 755.51324:0 756.5166:0,,811.8222,4.359720802,3.772227266,3.314558236,3.54955264,3.745979299,3.678707241,3.257214065,3.6883075,3.888599335,3.1698515,3.332433547,3.162783771,3.49664682,3.30042413,3.425129581,3.453576726,3.548575489,3.588752962,3.436184002,3.700888328,3.602169774,3.573051671,3.452370992,2.608581942,3.348878212,3.627286142,3.468592957,3.76853649,2.746575055,2.994413802,3.30196856,3.759881608,3.436413743,3.715299492,2.946219899,3.086666802,3.963339568,3.739337971,2.818167571,-0.249259802,3.642471788,-0.317296088,0.049040989,0.122474186,0.105611512,1783,0.001834551,-0.047206438,0
7973,7973,9.171,203.70287,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.46,Cornell_Neg_S-15,203.70287:120945 204.70622:0 205.70958:0,,216.02028,5.363570617,5.40572874,5.660247259,5.412138697,5.832179235,5.858998315,5.069766117,4.627821422,5.805708441,5.668496806,4.404421689,4.506110755,4.736093586,4.378272292,5.059955129,5.895624452,4.595861275,5.348772987,4.47139716,5.025602805,4.947328322,4.834128108,5.686004474,4.646643845,5.49573508,5.059069018,5.680646843,5.338316022,5.311373422,6.808551892,4.073786099,4.803726759,6.225001806,5.451916091,5.29860203,4.208698277,4.60955706,4.535357424,4.724099658,-0.430443001,5.470465565,-0.317147573,0.049152881,0.211608955,0.182473893,1784,0.00183558,-0.047317301,0
20783,20783,9.842,380.02368,Unknown,[M-H]-,ion correlated with 23996; ion correlated with 39633; ion correlated with 29168; ion correlated with 30568; ion correlated with 31188; ion correlated with 47165; ion correlated with 48159; ion correlated with 16255; ion correlated with 26125; ion correlated with 38374; ion correlated with 42675; ion correlated with 43091; ion correlated with 46924; ion correlated with 47447; ion correlated with 7965; ion correlated with 20260; ion correlated with 35598; ion correlated with 16205; ion correlated with 40303; ion correlated with 35660; ion correlated with 45367; ion correlated with 48039; ion correlated with 22645; ion correlated with 7303; ion correlated with 13114; ion correlated with 32660; ion correlated with 42326; ion correlated with 44694; ion correlated with 47265; ion correlated with 13323; ion correlated with 30060; ion correlated with 40435; ion correlated with 24773; ion correlated with 37212; ion correlated with 38598; ion correlated with 42508; ion correlated with 16112; ion correlated with 18442; ion correlated with 33826; ion correlated with 37981; ion correlated with 41255; ion correlated with 34123; ion correlated with 48577; ion correlated with 10770; ion correlated with 21844; ion correlated with 46757; ion correlated with 48411; ion correlated with 42717; ion correlated with 43459; ion correlated with 43743; ion correlated with 22727; ion correlated with 25047; ion correlated with 6280; ion correlated with 31252; ion correlated with 35616; ion correlated with 41736; ion correlated with 1495; ion correlated with 8328; ion correlated with 35958,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.33,Cornell_Neg_S-15_R2,380.02368:88112 381.02703:0 382.03039:0,,409.0751,4.699457512,4.822200781,5.462590393,5.335526099,4.266105657,5.009529504,4.14832695,5.826623158,4.365338202,4.724209451,4.358857694,4.599014707,4.949165482,4.907013434,5.21658943,4.900973079,4.784645817,5.257941232,5.145785118,5.80477643,5.290448664,5.235356715,5.226920675,3.516056494,6.282992023,5.702779813,6.310285149,5.832581715,5.647790663,6.073285856,5.010168461,5.887402069,5.680276123,5.677934831,5.435841978,5.884612435,5.478618435,4.287764654,6.135340204,0.462327139,4.865990771,0.317137713,0.049160317,0.227291289,0.195997029,1787,0.001838667,-0.04732165,0
36120,36120,1.71,643.73895,Unknown,[M-H]-,ion correlated with 20337; ion correlated with 31307; ion correlated with 32338; ion correlated with 44260; ion correlated with 40861; ion correlated with 41281; ion correlated with 13169; ion correlated with 17774; ion correlated with 23936; ion correlated with 32287; ion correlated with 33752; ion correlated with 32542; ion correlated with 32658; ion correlated with 38948; ion correlated with 45705; ion correlated with 38052; ion correlated with 39815; ion correlated with 47988; ion correlated with 48414; ion correlated with 48557; ion correlated with 23816; ion correlated with 30579; ion correlated with 34393; ion correlated with 47273; ion correlated with 47832; ion correlated with 9092; ion correlated with 13010; ion correlated with 23942; ion correlated with 27500; ion correlated with 36883; ion correlated with 18971; ion correlated with 22161; ion correlated with 28474; ion correlated with 11735; ion correlated with 45393; ion correlated with 45553; ion correlated with 34544; ion correlated with 9537; ion correlated with 16927; ion correlated with 29293; ion correlated with 36082; ion correlated with 36154; ion correlated with 20686; ion correlated with 45772; ion correlated with 46791; ion correlated with 24538; ion correlated with 38742; ion correlated with 46438; ion correlated with 14971; ion correlated with 32589; ion correlated with 47871; ion correlated with 23727; ion correlated with 47633; ion correlated with 40924; ion correlated with 47700,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1336.39,Cornell_Neg_S-34,643.73895:66820 644.7423:0 645.74566:0,,695.88495,4.066766676,3.743729753,3.320219232,2.584363835,3.83710605,3.651535438,3.601701335,2.687112907,3.257682177,3.70920988,3.879005444,3.622855589,4.037432727,4.18303357,3.422352778,3.746884836,3.163353646,4.246444865,3.017054805,3.207796935,3.742094109,3.611226623,3.673355199,4.081169408,4.057045228,3.705511742,4.515571055,4.076790907,3.336501118,3.831053519,3.750492488,3.157241364,4.329907616,3.531106981,3.548459657,3.886333009,3.526179822,3.809374596,5.09380772,0.339899939,3.445942728,0.31712945,0.049166549,0.167107935,0.144099929,1788,0.001839695,-0.047326854,0
20845,20845,2.377,380.99316,Unknown,[M-H]-,,0.044,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.83,Cornell_Neg_S-25_R2,380.99316:79016 381.99651:0 382.99987:0,,409.77792,2.911915857,3.529241508,3.629455744,3.503826758,3.615319656,3.713723946,3.427451156,3.833976792,3.772072985,3.643990722,3.390180449,2.665918161,3.747668405,3.574008606,2.882843244,3.114743154,3.183340003,3.87383112,2.336698398,3.658665593,3.425667868,3.522406647,3.293750239,3.667368822,2.73928847,3.521899504,3.167094846,3.500646548,3.065674468,3.576009935,3.285649234,3.578492215,3.21104333,3.022087158,3.828063451,2.861414309,3.515822818,3.493292503,2.946180055,-0.259830286,3.558097512,-0.317121876,0.049172262,0.127745994,0.110157478,1789,0.001840724,-0.047331538,0
13672,13672,18.975,279.0372,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.34,Cornell_Neg_S-46_R2,279.0372:62246 280.04055:69687 281.04391:78914,,302.62494,3.678937348,4.368418355,3.558657207,2.891924306,3.878672258,3.978583461,3.527058123,3.573713183,3.727456689,3.502331932,3.328069236,3.611891499,2.673880991,3.496608185,3.602382412,3.577148735,3.535497595,3.732776237,3.749511191,3.657734225,3.773686528,2.881761752,3.152705378,2.966325092,3.172130697,3.207281713,3.47788004,3.315383966,3.428413672,3.591151075,3.547871068,3.61863641,3.522228782,3.338994431,3.828148879,2.830671251,3.845787117,3.705117933,3.018479852,-0.248294047,3.668575286,-0.317103563,0.049186078,0.122082021,0.10527334,1790,0.001841753,-0.047344325,0
45897,45897,2.046,903.0022,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.56,Cornell_Neg_S-06,903.0022:61716 904.00555:0 905.00891:0,,1009.61627,3.46060477,3.702802377,2.584444131,3.521359723,2.857240482,3.441014888,3.500554569,3.363777968,3.53252993,3.134081136,3.658711907,3.95167501,4.037263757,3.877422477,3.549149989,3.051099808,3.701533699,3.963993387,3.995977104,3.681051289,3.287539516,3.494698343,3.7667454,4.898707158,3.927540643,3.634546799,3.91531033,2.856225415,3.06443988,3.532267534,3.441825048,3.693563342,3.624147071,3.541669212,4.049494178,2.501316206,3.337212533,3.525866175,3.482080943,0.312333973,3.309840998,0.317026298,0.049244403,0.15361099,0.132461291,1791,0.001842782,-0.047401621,0
30145,30145,8.61,521.32904,Unknown,[M-H]-,ion correlated with 38455; ion correlated with 25525; ion correlated with 6811; ion correlated with 33197; ion correlated with 29539; ion correlated with 40327; ion correlated with 36510; ion correlated with 30124; ion correlated with 38754; ion correlated with 33290; ion correlated with 30781; ion correlated with 23023; ion correlated with 23789; ion correlated with 29286; ion correlated with 13814; ion correlated with 31596; ion correlated with 25889; ion correlated with 23657; ion correlated with 36194; ion correlated with 15582; ion correlated with 27991; ion correlated with 33722; ion correlated with 37357; ion correlated with 39548; ion correlated with 20592; ion correlated with 37052; ion correlated with 38402; ion correlated with 33000; ion correlated with 39812; ion correlated with 39369; ion correlated with 22005; ion correlated with 33117; ion correlated with 6814; ion correlated with 14084,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.44,Cornell_Neg_S-15,521.32904:266773 522.33239:72443 523.33575:0,,554.26721,4.126628148,5.064384977,3.982546526,5.209224047,4.935242679,3.455155661,4.282851227,3.737932859,5.069368352,4.704678044,4.036725054,4.63546364,4.604085587,4.265408441,3.244138395,4.375742849,4.267979814,4.742897872,4.648959801,2.887092769,4.21819781,4.141194419,4.006145859,3.34471795,4.282841155,4.291479852,3.67468364,4.056164762,3.970003606,3.788868814,2.854731017,4.525614849,3.983202595,4.122258391,3.958983198,4.36609899,3.946595112,4.134304635,4.577388811,-0.389491953,4.456801252,-0.316969979,0.049286952,0.191596394,0.165216731,1793,0.00184484,-0.047442112,0
25269,25269,0.162,447.79773,Unknown,[M-H]-,ion correlated with 5534; ion correlated with 36305; ion correlated with 673; ion correlated with 3313; ion correlated with 3497; ion correlated with 16235; ion correlated with 24001; ion correlated with 24135; ion correlated with 26247; ion correlated with 27061; ion correlated with 33580; ion correlated with 35505; ion correlated with 36083; ion correlated with 38804; ion correlated with 8287; ion correlated with 13515; ion correlated with 888; ion correlated with 1740; ion correlated with 2315; ion correlated with 3735; ion correlated with 9371; ion correlated with 10462; ion correlated with 11445; ion correlated with 11456; ion correlated with 12321; ion correlated with 12456; ion correlated with 13321; ion correlated with 13476; ion correlated with 13778; ion correlated with 13927; ion correlated with 14055; ion correlated with 14426; ion correlated with 14477; ion correlated with 14564; ion correlated with 15414; ion correlated with 17067; ion correlated with 17075; ion correlated with 18379; ion correlated with 18671; ion correlated with 20767; ion correlated with 21180; ion correlated with 22123; ion correlated with 22737; ion correlated with 26036; ion correlated with 26649; ion correlated with 26795; ion correlated with 28539; ion correlated with 28687; ion correlated with 28904; ion correlated with 29795; ion correlated with 30343; ion correlated with 30743; ion correlated with 30829; ion correlated with 31493; ion correlated with 31603; ion correlated with 32492; ion correlated with 32812; ion correlated with 33185; ion correlated with 34135; ion correlated with 34305; ion correlated with 34838; ion correlated with 35150; ion correlated with 35364; ion correlated with 35991; ion correlated with 36155; ion correlated with 37255; ion correlated with 37415; ion correlated with 37635; ion correlated with 40049; ion correlated with 40832; ion correlated with 42841; ion correlated with 12170; ion correlated with 16669; ion correlated with 33733; ion correlated with 24550; ion correlated with 2662; ion correlated with 23107; ion correlated with 11189; ion correlated with 15687; ion correlated with 17844; ion correlated with 12061; ion correlated with 2068; ion correlated with 2282; ion correlated with 2463; ion correlated with 3865; ion correlated with 5564; ion correlated with 5746; ion correlated with 7367; ion correlated with 7484; ion correlated with 8285; ion correlated with 8549; ion correlated with 8691; ion correlated with 8808; ion correlated with 9549; ion correlated with 9950; ion correlated with 10091; ion correlated with 10304; ion correlated with 10415; ion correlated with 10570; ion correlated with 10851; ion correlated with 12494; ion correlated with 12640; ion correlated with 13207; ion correlated with 13669; ion correlated with 14843; ion correlated with 15096; ion correlated with 15218; ion correlated with 15364; ion correlated with 15627; ion correlated with 15727; ion correlated with 15779; ion correlated with 16122; ion correlated with 16132; ion correlated with 16936; ion correlated with 17197; ion correlated with 17338; ion correlated with 17474; ion correlated with 17592; ion correlated with 17879; ion correlated with 17993; ion correlated with 18516; ion correlated with 18688; ion correlated with 18841; ion correlated with 18872; ion correlated with 18988; ion correlated with 18992; ion correlated with 19384; ion correlated with 19515; ion correlated with 20409; ion correlated with 20634; ion correlated with 21095; ion correlated with 21217; ion correlated with 21479; ion correlated with 22109; ion correlated with 22239; ion correlated with 22589; ion correlated with 22658; ion correlated with 22730; ion correlated with 22954; ion correlated with 23093; ion correlated with 23358; ion correlated with 23876; ion correlated with 24007; ion correlated with 24144; ion correlated with 24422; ion correlated with 25060; ion correlated with 25460; ion correlated with 26172; ion correlated with 26721; ion correlated with 27377; ion correlated with 27605; ion correlated with 28052; ion correlated with 28556; ion correlated with 28700; ion correlated with 28834; ion correlated with 29242; ion correlated with 29366; ion correlated with 29485; ion correlated with 29603; ion correlated with 29959; ion correlated with 30508; ion correlated with 30665; ion correlated with 31320; ion correlated with 31437; ion correlated with 31543; ion correlated with 31665; ion correlated with 31863; ion correlated with 31981; ion correlated with 32104; ion correlated with 32205; ion correlated with 32392; ion correlated with 32728; ion correlated with 32780; ion correlated with 32905; ion correlated with 33005; ion correlated with 33096; ion correlated with 33298; ion correlated with 33486; ion correlated with 33595; ion correlated with 33790; ion correlated with 33956; ion correlated with 34046; ion correlated with 34218; ion correlated with 34632; ion correlated with 34788; ion correlated with 34876; ion correlated with 34967; ion correlated with 35370; ion correlated with 35622; ion correlated with 35697; ion correlated with 35909; ion correlated with 36092; ion correlated with 36249; ion correlated with 36341; ion correlated with 36400; ion correlated with 36560; ion correlated with 36595; ion correlated with 36707; ion correlated with 36782; ion correlated with 36937; ion correlated with 37016; ion correlated with 37333; ion correlated with 37512; ion correlated with 37770; ion correlated with 38289; ion correlated with 38560; ion correlated with 38731; ion correlated with 38800; ion correlated with 38886; ion correlated with 39060; ion correlated with 39508; ion correlated with 39788; ion correlated with 39881; ion correlated with 39921; ion correlated with 40537; ion correlated with 40708; ion correlated with 40792; ion correlated with 41095; ion correlated with 41658; ion correlated with 41813; ion correlated with 41975; ion correlated with 42077; ion correlated with 42596; ion correlated with 42727; ion correlated with 43451; ion correlated with 45730; ion correlated with 46610; ion correlated with 46665; ion correlated with 46916; ion correlated with 20271; ion correlated with 22288; ion correlated with 26857; ion correlated with 18335; ion correlated with 28584; ion correlated with 24288; ion correlated with 18215; ion correlated with 31084; ion correlated with 29942; ion correlated with 5394; ion correlated with 6624; ion correlated with 7659; ion correlated with 8343; ion correlated with 9391; ion correlated with 10623; ion correlated with 10786; ion correlated with 10939; ion correlated with 11468; ion correlated with 11608; ion correlated with 11623; ion correlated with 12238; ion correlated with 12831; ion correlated with 12879; ion correlated with 13135; ion correlated with 13792; ion correlated with 14077; ion correlated with 14174; ion correlated with 14262; ion correlated with 14331; ion correlated with 14534; ion correlated with 14986; ion correlated with 15282; ion correlated with 15450; ion correlated with 15541; ion correlated with 15987; ion correlated with 16277; ion correlated with 16420; ion correlated with 16546; ion correlated with 16805; ion correlated with 16931; ion correlated with 17707; ion correlated with 18112; ion correlated with 18174; ion correlated with 18509; ion correlated with 19123; ion correlated with 19249; ion correlated with 19262; ion correlated with 19265; ion correlated with 19497; ion correlated with 19922; ion correlated with 20044; ion correlated with 20050; ion correlated with 20349; ion correlated with 20961; ion correlated with 21610; ion correlated with 23475; ion correlated with 24688; ion correlated with 24814; ion correlated with 25051; ion correlated with 25188; ion correlated with 25199; ion correlated with 25331; ion correlated with 25452; ion correlated with 25606; ion correlated with 26657; ion correlated with 26934; ion correlated with 27003; ion correlated with 27071; ion correlated with 28273; ion correlated with 28402; ion correlated with 28414; ion correlated with 29732; ion correlated with 29851; ion correlated with 30076; ion correlated with 30972; ion correlated with 31202; ion correlated with 31259; ion correlated with 31372; ion correlated with 32478; ion correlated with 32609; ion correlated with 33359; ion correlated with 34122; ion correlated with 35284; ion correlated with 35552; ion correlated with 36629; ion correlated with 39963; ion correlated with 40374; ion correlated with 41516; ion correlated with 42214; ion correlated with 42357; ion correlated with 42517; ion correlated with 43400; ion correlated with 44134; ion correlated with 44644; ion correlated with 44835; ion correlated with 46713; ion correlated with 22167; ion correlated with 19697; ion correlated with 17692; ion correlated with 36364; ion correlated with 36902; ion correlated with 13017; ion correlated with 35319; ion correlated with 1864; ion correlated with 4336; ion correlated with 5265; ion correlated with 5382; ion correlated with 6702; ion correlated with 7305; ion correlated with 8344; ion correlated with 8800; ion correlated with 9364; ion correlated with 9535; ion correlated with 9893; ion correlated with 11826; ion correlated with 12114; ion correlated with 15054; ion correlated with 16522; ion correlated with 16650; ion correlated with 16788; ion correlated with 17136; ion correlated with 18054; ion correlated with 19679; ion correlated with 20057; ion correlated with 20192; ion correlated with 20835; ion correlated with 21839; ion correlated with 22887; ion correlated with 26998; ion correlated with 27510; ion correlated with 34747; ion correlated with 34864; ion correlated with 35109; ion correlated with 35542; ion correlated with 45945; ion correlated with 12868; ion correlated with 9793; ion correlated with 20629; ion correlated with 23226; ion correlated with 33132; ion correlated with 17832; ion correlated with 6385; ion correlated with 20700; ion correlated with 26430; ion correlated with 27660; ion correlated with 6180; ion correlated with 6237; ion correlated with 8213; ion correlated with 9616; ion correlated with 9663; ion correlated with 10650; ion correlated with 11719; ion correlated with 14444; ion correlated with 14496; ion correlated with 14692; ion correlated with 14786; ion correlated with 15622; ion correlated with 16478; ion correlated with 16531; ion correlated with 17061; ion correlated with 20503; ion correlated with 22588; ion correlated with 22651; ion correlated with 23730; ion correlated with 25406; ion correlated with 25745; ion correlated with 25903; ion correlated with 26500; ion correlated with 26546; ion correlated with 27185; ion correlated with 27502; ion correlated with 27599; ion correlated with 29167; ion correlated with 29422; ion correlated with 29543; ion correlated with 32175; ion correlated with 32437; ion correlated with 32591; ion correlated with 32651; ion correlated with 33643; ion correlated with 34676; ion correlated with 35428; ion correlated with 35891; ion correlated with 36522; ion correlated with 36548; ion correlated with 37168; ion correlated with 38420; ion correlated with 38462; ion correlated with 39867; ion correlated with 5932; ion correlated with 6094; ion correlated with 6230; ion correlated with 2762; ion correlated with 2891; ion correlated with 3635; ion correlated with 4042; ion correlated with 4605; ion correlated with 4805; ion correlated with 6882; ion correlated with 6922; ion correlated with 7580; ion correlated with 8404; ion correlated with 9195; ion correlated with 10799; ion correlated with 11640; ion correlated with 12483; ion correlated with 12581; ion correlated with 12631; ion correlated with 12823; ion correlated with 13508; ion correlated with 13656; ion correlated with 14556; ion correlated with 14833; ion correlated with 15277; ion correlated with 15346; ion correlated with 15515; ion correlated with 15676; ion correlated with 15938; ion correlated with 15980; ion correlated with 16607; ion correlated with 17182; ion correlated with 17406; ion correlated with 17467; ion correlated with 17527; ion correlated with 17578; ion correlated with 17781; ion correlated with 17788; ion correlated with 18441; ion correlated with 18496; ion correlated with 19063; ion correlated with 19111; ion correlated with 19838; ion correlated with 19893; ion correlated with 21030; ion correlated with 21081; ion correlated with 21158; ion correlated with 21205; ion correlated with 21755; ion correlated with 21898; ion correlated with 23541; ion correlated with 23544; ion correlated with 24414; ion correlated with 25535; ion correlated with 25968; ion correlated with 26297; ion correlated with 26711; ion correlated with 27127; ion correlated with 27233; ion correlated with 27649; ion correlated with 27786; ion correlated with 27864; ion correlated with 27916; ion correlated with 27992; ion correlated with 28042; ion correlated with 29094; ion correlated with 29225; ion correlated with 29297; ion correlated with 29844; ion correlated with 29901; ion correlated with 29943; ion correlated with 31811; ion correlated with 31923; ion correlated with 32093; ion correlated with 32143; ion correlated with 32198; ion correlated with 32857; ion correlated with 32858; ion correlated with 32893; ion correlated with 33632; ion correlated with 33685; ion correlated with 33744; ion correlated with 33780; ion correlated with 34016; ion correlated with 34174; ion correlated with 34350; ion correlated with 34397; ion correlated with 34954; ion correlated with 35140; ion correlated with 35247; ion correlated with 35292; ion correlated with 35399; ion correlated with 35658; ion correlated with 36220; ion correlated with 36312; ion correlated with 37370; ion correlated with 37670; ion correlated with 38594; ion correlated with 40527; ion correlated with 41458; ion correlated with 42464; ion correlated with 42969; ion correlated with 6712; ion correlated with 30362; ion correlated with 6241; ion correlated with 24139; ion correlated with 20557; ion correlated with 28971; ion correlated with 3439; ion correlated with 3585; ion correlated with 3731; ion correlated with 8539; ion correlated with 13174; ion correlated with 14398; ion correlated with 15444; ion correlated with 18826; ion correlated with 18973; ion correlated with 21325; ion correlated with 21684; ion correlated with 21745; ion correlated with 21972; ion correlated with 22031; ion correlated with 22094; ion correlated with 22153; ion correlated with 26158; ion correlated with 27448; ion correlated with 30153; ion correlated with 30427; ion correlated with 30955; ion correlated with 32546; ion correlated with 32860; ion correlated with 35878; ion correlated with 35948; ion correlated with 37547; ion correlated with 37957; ion correlated with 38040; ion correlated with 38178; ion correlated with 22973; ion correlated with 22386; ion correlated with 20113; ion correlated with 25340; ion correlated with 25758; ion correlated with 18220; ion correlated with 21772; ion correlated with 26044; ion correlated with 22397; ion correlated with 25197; ion correlated with 2606; ion correlated with 3856; ion correlated with 6365; ion correlated with 7359; ion correlated with 8680; ion correlated with 9944; ion correlated with 16262; ion correlated with 25808; ion correlated with 28349; ion correlated with 30899; ion correlated with 31135; ion correlated with 32657; ion correlated with 33303; ion correlated with 33535; ion correlated with 33941; ion correlated with 33988; ion correlated with 37004; ion correlated with 14450; ion correlated with 23602; ion correlated with 21333; ion correlated with 22045; ion correlated with 11769; ion correlated with 20850; ion correlated with 2813; ion correlated with 2937; ion correlated with 3062; ion correlated with 6354; ion correlated with 6576; ion correlated with 6777; ion correlated with 7432; ion correlated with 8895; ion correlated with 10056; ion correlated with 10165; ion correlated with 10225; ion correlated with 10375; ion correlated with 10534; ion correlated with 13123; ion correlated with 13336; ion correlated with 17190; ion correlated with 17279; ion correlated with 18100; ion correlated with 19374; ion correlated with 20403; ion correlated with 20912; ion correlated with 21472; ion correlated with 23222; ion correlated with 23347; ion correlated with 28113; ion correlated with 28222; ion correlated with 30015; ion correlated with 31024; ion correlated with 33043; ion correlated with 34176; ion correlated with 8427; ion correlated with 11525; ion correlated with 5866; ion correlated with 10334; ion correlated with 11258; ion correlated with 12252; ion correlated with 13498; ion correlated with 13649; ion correlated with 13774; ion correlated with 16065; ion correlated with 16355; ion correlated with 19200; ion correlated with 22277; ion correlated with 24487; ion correlated with 31758; ion correlated with 32145; ion correlated with 33828; ion correlated with 10682; ion correlated with 21911; ion correlated with 11897; ion correlated with 4425; ion correlated with 28688; ion correlated with 10836; ion correlated with 13183; ion correlated with 1352; ion correlated with 4653; ion correlated with 17466; ion correlated with 23095; ion correlated with 1450; ion correlated with 2004; ion correlated with 4741; ion correlated with 9196; ion correlated with 12482; ion correlated with 12630; ion correlated with 12824; ion correlated with 15516; ion correlated with 15623; ion correlated with 15675; ion correlated with 16606; ion correlated with 18673; ion correlated with 22648; ion correlated with 22809; ion correlated with 27648; ion correlated with 28540; ion correlated with 14718,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,38.9,Cornell_Neg_QC100_1,447.79773:77764 448.80108:334769 449.80444:803503,,476.89868,5.493201714,3.720072998,4.78652579,4.34862858,4.79543855,4.221870464,4.72824012,3.550613553,3.848418457,3.970168924,5.604375654,4.614294434,5.232440824,5.368082244,4.22959801,4.765824962,4.65941224,5.091707584,5.550402648,5.155829274,5.065080905,4.920180741,4.358503531,5.840568384,4.524863273,3.675878566,5.044188812,4.316694426,4.377821667,5.148395215,4.57856836,4.314989756,4.657385879,3.423577813,4.592570887,5.137727073,4.844815657,3.949895393,5.83776862,0.442697355,4.346317915,0.316961967,0.049293007,0.217774975,0.187790954,1794,0.001845869,-0.047447138,0
6086,6086,2.02,178.62585,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.23,Cornell_Neg_S-01,178.62585:47253 179.6292:0 180.63256:0,,188.9865,3.678817204,4.130563621,4.02498792,3.932342922,3.875708616,3.270585588,3.556981695,3.631574095,2.876763294,3.549915733,4.406412428,4.319948835,3.658026087,4.005523809,5.680199038,3.425422399,5.831195423,4.376576957,5.185445823,3.753926879,3.309529696,4.093554625,5.58913048,6.287477343,3.951247439,3.975909408,4.211549002,4.96244037,3.713720247,2.679314789,3.409931416,4.294477249,3.668684576,3.725720464,3.258519768,4.626742872,4.029259477,4.343733455,3.558953269,0.565540539,3.652824069,0.316929282,0.049317716,0.278236802,0.239928185,1796,0.001847927,-0.047469789,0
21973,21973,9.28,397.85297,Unknown,[M-H]-,ion correlated with 16924; ion correlated with 10049; ion correlated with 23866; ion correlated with 29839; ion correlated with 36167; ion correlated with 8924; ion correlated with 16742; ion correlated with 12244; ion correlated with 39732; ion correlated with 20931; ion correlated with 27305,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,22.77,Cornell_Neg_S-04_R2,397.85297:70205 398.85632:0 399.85968:0,,427.01898,4.703745134,4.408991371,3.722015801,4.672563158,5.451330939,4.628879823,4.24302564,4.231543335,4.159612305,4.060096439,6.459634449,4.710738759,6.172991229,5.152281992,3.884663611,4.021958346,5.69971765,5.394619762,6.204291224,5.895953161,4.419112763,4.236537261,3.580193029,3.959248811,6.325191977,3.746373713,5.970373315,4.760041555,5.431260808,6.455436773,5.979138925,4.573764819,4.625451362,4.770328308,4.077585906,5.891420088,5.229177389,3.5686402,7.710084102,0.706516546,4.428180395,0.316834252,0.049389614,0.347710614,0.2998366,1799,0.001851013,-0.0475386,0
