,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-19_LMH_PS_PMM,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
31065,31065,0.18,534.33124,Unknown,[M-H]-,ion correlated with 32405; ion correlated with 35017; ion correlated with 26984,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.61,Cornell_Neg_S-14,534.33124:63100 535.33459:0 536.33795:0,,573.27301,3.53317207,6.032694375,3.525519952,2.939677614,3.509173908,3.913862674,3.553122367,3.80748242,3.247163898,3.835389445,3.408754752,3.280425696,3.400231984,3.419456014,3.684260889,2.903257147,3.570416464,2.931441151,3.52196554,3.122583874,3.53998856,3.132049974,3.697857636,3.895296444,3.614140936,3.4989189,3.37342011,3.414447773,3.272940578,3.647342154,2.969901201,3.155033942,3.738130535,2.703638048,2.937716124,3.676726991,3.57097442,3.706565009,3.631016266,-0.448565513,3.851838173,-0.35674006,0.025795499,0.193114425,0.172172291,887,0.000912627,-0.024882872,0
37038,37038,2.047,667.29742,Unknown,[M-H]-,ion correlated with 33762,0.311,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,56.57,Cornell_Neg_S-15,667.29742:7183868 668.30077:2977330 669.30413:512705,84.35552:10011 124.63688:11565 129.69522:10202 163.03949:16168 165.07123:10227 180.06696:1929884 184.25351:12234 184.54822:9981 189.17296:10672 202.04892:1062372 220.06018:22456 341.14685:10501 383.12302:3296741 405.10562:16745 427.0881:96780 428.09396:14093 443.0596:98173,717.22681,3.484339678,3.544848912,3.141770387,3.434408845,3.016886163,2.9937535,3.3055968,3.452389252,3.558924513,3.4920757,3.559014897,3.657367382,3.62626686,3.772505953,3.702004334,3.41358605,3.582918838,3.78502554,4.073836625,3.759080263,3.050586123,3.990162362,3.235498788,3.355465361,3.120778832,3.517711288,3.132840537,3.589638869,3.684285153,3.520228896,3.492909666,2.885720038,4.089429638,3.665165729,4.125681517,3.60250465,3.541524113,3.623710084,3.154757517,0.263289715,3.296749192,0.356795168,0.025770974,0.113330254,0.101040248,886,0.000911598,-0.024859376,0
17508,17508,11.863,335.22354,"w/o MS2:(Z)-5-[(1S,2R,4aR,8aR)-5-(hydroxymethyl)-1,2,4a-trimethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]-3-(hydroxymethyl)pent-2-enoic acid",[M-H]-,,0.033,FALSE,4.74,335.22339,C20H32O4,Colensane and clerodane diterpenoids,LRLROPFPFABQRF-CBYQQGIISA-N,O=C(O)C=C(CO)CCC1(C)C(C)CCC2(C(=CCCC21)CO)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,99.7,,,,6.84,Cornell_Neg_S-31,335.22354:165589 336.22689:51748 337.23025:0,,360.94534,3.762087662,3.223524009,3.328586912,2.368864463,3.149828443,3.279206205,2.927436013,3.212655959,3.646311931,3.658689364,3.74868488,3.754765548,3.088235103,3.761054675,3.64721646,3.599591795,3.42856658,3.664912586,3.778692185,3.785282263,3.746129824,4.788738177,3.85637861,3.295431995,2.613917115,2.642940209,3.76385491,3.323675491,3.795977786,3.105303842,3.693532071,3.532294913,3.021573385,3.790460735,3.320660195,3.421056202,3.692525293,3.509206133,5.291332725,0.448863162,3.156523708,0.356991806,0.025683621,0.193086416,0.17214732,885,0.000910569,-0.024773053,0
2946,2946,16.985,136.89194,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.98,Cornell_Neg_S-42_R2,136.89194:158939 137.89529:40405 138.89865:0,,141.92888,4.802064714,4.884824514,5.199825687,4.967144855,4.760647716,4.908716968,4.885065286,5.320421209,4.970056946,4.855207554,4.673800641,4.672730725,4.806582635,4.875356566,4.820517823,4.842775324,5.160810493,5.062586277,5.090829416,4.741568077,4.66214477,4.902758604,4.718004669,4.812016086,4.739037705,5.027582461,4.763851635,4.822222186,4.882738032,4.634548162,4.869581366,4.75886655,4.88884584,4.863534953,4.763767409,4.46118196,4.78112276,4.888471573,4.711199494,-0.142724395,4.966088869,-0.357033669,0.025665056,0.061387169,0.054730088,884,0.00090954,-0.024755516,0
45909,45909,10.993,903.66632,Unknown,[M-H]-,ion correlated with 30413,0.144,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,129.52,Cornell_Neg_S-15,903.66632:1385519 904.66967:756371 905.67303:0,,1010.56635,3.748259608,3.060831195,3.886558801,3.72552843,3.77256211,3.687574221,3.420579257,3.69244192,3.333165668,3.842336283,3.584856404,3.291747911,3.60368182,3.252462776,3.446638527,3.486260028,3.077893464,3.050867819,2.851494834,3.37885179,3.50544096,3.290852587,3.202800289,3.5457206,3.578000037,3.541964859,3.37198426,3.024170758,2.400784332,2.860294695,3.577963993,3.619251161,3.282054645,3.555458088,3.646240491,3.404858841,3.680134196,3.161212508,3.539135476,-0.269821617,3.624291943,-0.357189972,0.025595838,0.115994732,0.103415779,883,0.000908511,-0.024687327,0
18151,18151,16.719,345.23444,Unknown,[M-H]-,ion correlated with 24968; ion correlated with 16855,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,38.37,Cornell_Neg_S-08_R2,345.23444:446991 346.23779:36894 347.24115:0,,369.05893,3.240793369,3.248433106,2.2825626,4.593768742,4.911565068,3.685406616,2.918527187,3.482238683,6.100553876,4.511258472,3.384412956,3.141226097,3.848935452,4.000585808,3.506258592,3.893815373,4.082967428,3.633277244,3.98289854,3.344010712,3.819470875,3.827018633,4.437227192,4.061269567,5.256626357,4.713381987,4.465702505,4.853414096,4.81761277,4.911228645,4.324868666,4.887197341,4.081298745,4.656464927,3.967088171,3.719267853,3.734998575,3.417258725,4.161005572,0.633381683,3.545411921,0.357205487,0.025588976,0.272273517,0.242747041,882,0.000907482,-0.024681494,0
13197,13197,1.74,273.00311,Unknown,[M-H]-,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.73,Cornell_Neg_S-23_R2,273.00311:87592 274.00646:0 275.00982:0,,294.87024,5.059065877,3.8904519,3.388010645,3.788192489,3.895400156,4.041214983,3.861297582,3.899755137,3.738895576,3.134415917,3.220009695,4.093029021,3.485946449,3.455011951,3.6054864,3.510862019,3.405586877,3.783289297,3.341183324,3.370328822,3.365977631,3.694636312,3.753163248,3.821797523,2.865120688,4.023756444,3.836719348,3.575099215,3.014229217,3.738074599,4.152248126,4.020095596,3.765676962,4.01645682,3.483084738,3.836950607,4.047954247,3.822779062,4.006102569,-0.333279457,3.977923596,-0.35724374,0.025572063,0.143250167,0.127715522,881,0.000906453,-0.02466561,0
11375,11375,2.858,247.06346,w/o MS2:1-nitropyrene,[M-H]-,,0.044,FALSE,,247.06387,C16H9NO2,Pyrenes,ALRLPDGCPYIVHP-UHFFFAOYSA-N,C1=CC=2C=CC=3C=CC(=C4C=CC(=C1)C2C34)N(=O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.1,,,,,8.37,Cornell_Neg_S-22,247.06346:937413 248.06681:0 249.07017:0,,265.84958,4.125359923,3.859387405,3.944274176,3.660948277,3.577212841,4.359370595,3.260413854,4.152223949,3.589153296,3.659581917,4.067839363,3.869661091,4.066934625,3.144802797,3.572271506,2.854365675,3.747189967,3.537044038,2.562858566,3.116793534,3.410761938,3.276146748,3.579441234,3.692142923,3.054747025,3.263427023,2.723887343,4.085595622,3.654383368,3.955019367,3.95437058,3.539688238,2.929723619,3.254113381,3.850261702,3.606672213,3.429706168,3.487444064,3.987107277,-0.366652548,3.867398878,-0.357271426,0.025559828,0.157580589,0.140491892,880,0.000905424,-0.024654404,0
19213,19213,1.899,360.06573,Unknown,[M-H]-,,0.289,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,25.44,Cornell_Neg_S-22,360.06573:566945 361.06908:0 362.07244:0,,384.21234,3.235624645,6.840471232,5.072296212,4.482669064,4.426412194,3.949007678,4.8405734,4.207750902,4.021183101,3.756730303,4.001147723,3.823649921,4.421068955,4.345925013,3.906400605,4.067113238,3.37854607,4.089474803,3.846220761,3.407453109,4.400017598,4.63593088,3.707870873,4.406876554,4.08252529,2.977071819,3.743000453,2.846415298,4.56289428,4.735171135,4.64561689,4.031668477,3.684590858,4.253665057,5.027632646,4.005165896,4.165981222,4.359648046,4.148010722,-0.583958163,4.631850666,-0.357339021,0.025529977,0.250920163,0.223709333,879,0.000904395,-0.024625581,0
6282,6282,1.71,181.83789,Unknown,[M-H]-,similar chromatogram in higher mz_9461; similar chromatogram in higher mz_14687,0.044,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,58.08,Cornell_Neg_QC100_1,181.83789:411102 182.84124:0 183.8446:129075,43.83114:8209 53.94705:7924 105.17161:8006 108.99623:8543 143.86639:15922 144.8727:21276 145.86282:10517 146.86931:26672 181.83792:119359,191.76894,4.077385856,4.717368164,3.668174938,3.981917811,3.71859189,3.651134722,3.803317231,3.292154156,3.193588016,3.232774058,3.694032587,2.623185019,3.586302229,3.096023971,3.738575019,3.039458793,2.663320218,3.78403209,3.485427764,3.632561789,3.330369646,2.967880514,3.917290891,2.322347466,3.664415882,3.633212127,3.703632563,3.29893894,3.4614002,3.356151408,3.772158064,2.07821936,3.7120561,3.693680069,3.099982334,4.155064285,3.155023343,3.620978072,4.657868538,-0.464724907,3.863755596,-0.357365631,0.025518234,0.199669947,0.178016905,877,0.000902338,-0.024615896,0
2007,2007,2.192,124.98388,Unknown,[M-H]-,similar chromatogram in higher mz_36025; similar chromatogram in higher mz_7292; similar chromatogram in higher mz_46743; similar chromatogram in higher mz_43870; similar chromatogram in higher mz_47011; similar chromatogram in higher mz_2184; similar chromatogram in higher mz_2646; similar chromatogram in higher mz_18421; similar chromatogram in higher mz_42263; similar chromatogram in higher mz_43830,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.64,Cornell_Neg_S-15,124.98388:64196 125.98723:0 126.99059:0,,127.00156,5.516082334,5.678566176,5.789291556,5.618013561,5.711173034,5.642199312,5.572035885,5.557377255,5.627629528,5.568722565,5.838357556,5.462552968,5.512310096,5.370830321,5.624209879,5.566197002,5.347696815,5.718887649,5.72928712,5.460586662,5.551675626,5.603981288,5.756051966,5.438194141,5.416741997,5.335390695,5.33376658,5.49840981,5.571540554,5.530037608,5.578219036,5.497634459,5.595387635,5.55953139,5.500633664,5.398180541,5.451036131,5.431407996,5.369716678,-0.11156639,5.635592389,-0.3573643,0.025518821,0.047934918,0.042736656,878,0.000903367,-0.024615454,0
37677,37677,2.192,682.95343,Unknown,[M-H]-,ion correlated with 41175; ion correlated with 45603; ion correlated with 43082; ion correlated with 41809; ion correlated with 42434; ion correlated with 43563; ion correlated with 44631; ion correlated with 44125,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.86,Cornell_Neg_S-01,682.95343:63330 683.95678:0 684.96014:0,,731.40271,3.7286241,7.647253978,5.146754175,4.662774387,4.444761172,3.602323314,4.686114868,3.783359178,4.644268914,3.807000147,4.85954357,3.315861385,4.197841269,3.501946992,3.406717263,5.647590286,3.97175744,3.965688273,4.012953548,3.962678845,3.498763804,5.95939608,4.281751369,4.038454561,3.758709333,3.502740182,3.719978103,3.218781262,2.971739025,3.957619033,4.735355339,3.955852493,3.560041694,4.308658186,3.933019215,2.895283356,4.020201415,3.012177446,3.041230397,-0.788113381,4.712745646,-0.357483988,0.025466054,0.338485898,0.301779075,876,0.000901309,-0.024564746,0
32292,32292,14.062,557.00226,Unknown,[M-H]-,ion correlated with 34223,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.55,Cornell_Neg_S-05,557.00226:202078 558.00561:0 559.00897:0,,600.04041,2.21897794,2.46005067,3.020783213,3.634833416,3.461054171,3.805210839,3.313719128,3.35754877,3.472175194,3.373761271,3.715879774,3.172051301,3.490350844,3.756233965,3.630573876,3.391988463,3.668946301,3.825642002,2.745758736,3.225522217,3.586330041,3.972021893,3.804287901,3.281158706,3.697693207,3.395714946,3.714917466,3.422839198,3.579188295,3.156938768,3.053459328,3.247020605,3.684590364,3.30521165,3.929073948,3.648445001,3.192186608,3.186318675,4.225769636,0.34265677,3.159022268,0.357594755,0.025417302,0.147114991,0.131161227,875,0.00090028,-0.024517022,0
7466,7466,9.855,198.22063,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.15,Cornell_Neg_S-42,198.22063:69994 199.22398:0 200.22734:0,,208.08344,4.299097947,4.428736186,4.108109654,3.590133634,3.897325286,3.288522349,3.688981463,4.303597916,3.125487365,2.891114946,3.787746115,3.333252387,3.247003182,3.531802727,3.717123252,4.052856851,3.24367955,3.687960095,3.196447531,3.350430411,4.491105785,4.102793251,3.64923015,3.664799278,3.19155092,3.529588093,3.903830312,3.363278567,3.729083295,4.647631758,3.841912552,3.318870088,3.25611399,3.341192561,4.071509717,3.005656906,3.44734099,3.665594602,3.453652568,-0.375090803,3.950563054,-0.357702069,0.025370143,0.1609847,0.143526848,874,0.000899251,-0.024470892,0
20467,20467,10.05,375.19855,Unknown,[M-H]-,,0.478,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,89.27,Cornell_Neg_S-04,375.19855:889924 376.2019:147528 377.20526:0,51.11277:9775 61.01041:42573 65.49418:9984 112.07616:8681 269.19095:51801 295.06116:59388 303.22095:9573 310.90439:10591 375.19952:17021,404.02173,3.254696209,3.544851221,2.934598869,3.634742685,2.621925399,4.560331141,4.670644701,2.980885502,3.444392565,3.448187381,3.698690381,4.202960371,3.479293499,3.298828341,2.957355562,3.615776219,3.850803595,3.457595523,3.866663346,3.779481107,3.611469511,3.514323534,3.665118751,4.292511048,4.703523513,4.640814235,4.60630611,4.583663436,4.798781812,4.929475125,4.480042893,4.288394562,4.51899403,4.148477994,4.325438339,3.8351804,4.964365715,4.701999475,4.696024206,0.552244005,3.525334466,0.357733143,0.025356501,0.236993227,0.211292693,873,0.000898222,-0.024458279,0
39674,39674,12.156,728.4939,Unknown,[M-H]-,,0.244,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.4,Cornell_Neg_S-49,728.4939:180568 729.49725:58721 730.50061:0,,779.46515,3.858516063,5.233503767,3.53226727,3.751672398,3.3216409,3.089214034,3.653209903,3.766620908,3.636336421,3.397231351,3.268827352,2.968844227,3.255501558,2.921370653,3.681728539,3.840761101,3.325549986,3.123307803,3.522572315,3.706437973,3.352341305,3.216463959,3.772508519,3.580755218,3.570372122,2.669199537,3.492079998,3.496691005,3.622013402,3.235373043,3.614640339,3.674771059,3.464747436,3.530055491,3.504067306,3.820038234,2.871509312,3.607087895,3.407372116,-0.351619153,3.775830655,-0.357749129,0.025349485,0.150888171,0.134525228,872,0.000897193,-0.024452292,0
3303,3303,9.862,142.69203,Unknown,[M-H]-,ion correlated with 3302; ion correlated with 1738,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.08,Cornell_Neg_S-15_R2,142.69203:80720 143.69538:0 144.69874:0,,147.77769,4.016311202,5.102592158,3.75011245,3.642886189,3.572193848,3.480664817,3.74425643,3.387525016,3.403585023,3.680986568,3.622341011,2.874007272,3.344005443,3.73406965,3.77741014,3.681488887,3.789013698,3.794033602,3.241945741,3.600553682,3.585966723,3.523689048,3.501413683,3.332801202,2.851144748,3.246436599,3.789042842,3.277083476,2.831383844,3.063954875,3.303436277,3.676103559,3.829803082,3.453852329,3.846956422,3.788451622,3.668192152,3.548167,3.914204582,-0.33463148,3.837067764,-0.357827855,0.025314958,0.143562124,0.127993649,871,0.000896164,-0.024418794,0
30330,30330,9.691,524.32019,Unknown,[M-H]-,,0.089,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.33,Cornell_Neg_S-41,524.32025:49654 525.3236:0 526.32696:75602,62.08528:9395 63.63126:8452 115.48154:8613 130.94501:15059 154.06242:191865 205.50903:10218 235.13493:16635 333.2088:28856 369.23129:67135,558.28198,4.81873711,5.116185862,5.012725474,4.505326375,4.125546324,4.162094287,4.9659921,3.738193519,4.353274911,4.760222632,5.030423621,4.495471081,4.765685663,3.531287335,3.867709433,4.125302241,4.267441611,3.820190814,4.043769247,2.971541077,3.853461203,4.541071576,3.918726505,4.013969027,4.344971601,3.330099172,4.386330516,3.404289801,4.102959439,3.37775075,4.479090563,3.138362226,4.004891907,4.169130491,4.34759344,4.527075403,4.156652583,4.257234223,4.598799358,-0.459316923,4.555600131,-0.357831869,0.025313199,0.197051589,0.175682493,870,0.000895135,-0.024418064,0
20647,20647,1.648,378.10464,Unknown,[M-H]-,,0.256,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,102.54,Cornell_Neg_S-49,378.10464:1769808 379.10799:217675 380.11135:0,,407.11023,3.649970131,3.484432754,3.561968791,2.962233427,3.226447267,3.916592813,4.650088863,3.823099532,3.364481074,3.411656515,4.270480855,4.276714495,3.497340845,6.608698059,5.045551803,4.655114413,4.049771089,3.654080313,3.769092293,5.066974087,5.567474553,5.387786562,5.663716469,4.353647068,5.36498601,3.543541752,3.44186104,5.717540694,3.275979414,4.90689237,4.26016248,5.797312215,3.836775989,3.67807778,3.441539416,5.721390539,3.601259988,3.96283114,5.847138765,0.825802902,3.659354197,0.357907208,0.025280196,0.35419224,0.315782156,868,0.000893078,-0.024387119,0
42050,42050,19.041,784.4306,Unknown,[M-H]-,,0.078,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.9,Cornell_Neg_S-06_R2,784.4306:113396 785.43395:0 786.43731:0,,849.38098,3.305156561,3.758479329,3.406613646,3.58691424,3.649918511,3.928961913,3.573397095,3.793419464,3.165854097,3.322053729,2.690575557,3.749999086,3.055390246,3.783486794,3.619998183,3.241601973,3.043690626,3.609190408,3.372275617,2.940680939,3.297516307,3.522412443,3.520276682,3.081614066,3.122605429,3.683825134,3.602195516,3.418456192,3.019186453,3.518931515,3.637465415,3.103834161,3.338565564,3.598865261,3.771759578,3.333875113,3.406188887,3.550812795,3.655494215,-0.245400241,3.625357595,-0.357904954,0.025281183,0.105254521,0.093840282,869,0.000894107,-0.024387077,0
41607,41607,2.141,773.21466,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.49,Cornell_Neg_S-15,773.21466:65026 774.21801:0 775.22137:0,,836.58856,3.077753441,3.996034069,3.911027106,3.688036825,5.747391852,3.594694963,2.946975473,3.735690503,3.353107566,3.099137096,3.590457166,3.804865159,3.18560866,4.218898591,3.644469087,3.390665533,3.293111184,3.365162266,3.622927814,3.722257234,3.3993275,2.730645277,3.405663988,3.443635161,3.771529303,3.518711921,3.746610665,3.303655843,3.030045666,3.70821451,2.434805774,3.141071912,3.388467361,3.214220924,3.605931675,2.875692352,3.677310162,2.802667232,3.214477402,-0.459673046,3.837200529,-0.357967153,0.025253963,0.197118895,0.175742499,867,0.000892049,-0.024361914,0
37566,37566,1.844,680.23651,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.8,Cornell_Neg_S-37,680.23651:86600 681.23986:0 682.24322:0,,729.19757,3.781101122,4.743534174,4.134652494,3.517127158,4.465841494,5.046450289,4.927734525,3.717296617,3.183940761,4.066870057,3.809630692,3.369415601,3.672044547,3.622044921,4.214662804,4.263683595,4.547798558,3.452994055,4.118994093,3.765922899,2.765527921,3.540169615,4.148737188,4.504579592,3.894477019,3.756634274,2.853183235,3.381847014,4.01496371,2.685395903,3.355112719,3.948259529,3.610465507,3.845784582,2.788380482,4.641776425,4.585319702,4.502306755,4.095385374,-0.517320165,4.291717234,-0.358075128,0.025206766,0.221762643,0.197713777,866,0.00089102,-0.024315747,0
45840,45840,9.649,901.03851,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.17,Cornell_Neg_S-15_R2,901.03851:71488 902.04186:0 903.04522:0,,1006.28564,3.500734404,3.574398329,3.375934741,3.51337963,3.679072303,3.420019559,3.938615415,4.443973347,3.202565044,3.660732532,3.830763306,3.082259198,2.724023694,3.651905609,3.566757163,2.690998046,3.411019236,3.436648656,2.904996111,3.271993631,3.500660743,3.104173597,3.505420504,3.438252135,3.884162461,3.704933006,3.413308784,2.713727371,2.738601152,3.177360269,3.304162508,3.6032461,3.360508395,4.121206243,2.781760999,3.147903707,4.054189831,3.043337269,2.700719969,-0.366820893,3.680765966,-0.358089216,0.025200614,0.157240149,0.140188371,865,0.000889991,-0.024310623,0
29520,29520,1.822,511.24121,w/o MS2:phenylglucoside,[M-H]-,ion correlated with 32324; ion correlated with 29825,0.211,FALSE,,511.24188,C12H16O6,Phenolic glycosides,NEZJDVYDSZTRFS-RMPHRYRLSA-N,OCC1OC(OC=2C=CC=CC2)C(O)C(O)C1O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,97.7,,,,,43.18,Cornell_Neg_S-04_R2,511.24121:2244801 512.24456:631395 513.24792:0,,543.04596,3.386704805,5.906828596,3.465263904,3.621667918,4.27591657,3.276420908,3.761031345,3.482775758,3.477946485,3.150657667,4.032413732,3.487426157,3.28886799,3.274958387,3.509976218,3.690333707,3.279304522,3.499388514,3.611646255,3.886229574,3.494208845,3.601863468,3.555837019,3.354120334,3.071238077,3.709152211,3.284304915,3.46800127,3.528730295,3.529517924,3.444498329,3.629666005,3.674206605,3.843532613,3.448508211,3.582303332,3.454932302,3.557812437,2.554337155,-0.413982014,3.897076226,-0.35809461,0.025198258,0.177453002,0.158209258,864,0.000888962,-0.024309296,0
35734,35734,9.269,634.05804,Unknown,[M-3H]3-,ion correlated with 48210; ion correlated with 45411; ion correlated with 29899; ion correlated with 12302; ion correlated with 8484; ion correlated with 23425,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,19.38,Cornell_Neg_S-04_R2,634.05804:82928 635.06139:0 636.06475:0,,686.59198,2.532743491,3.272243936,3.228986389,3.513646323,3.640834048,3.659618267,3.684026524,2.680783369,4.307421243,3.289664837,3.615686941,3.721985756,3.728418088,3.568632979,3.670081821,3.289860484,3.798591296,3.46105069,3.380130233,3.328538398,3.446832372,3.686270509,3.191553222,2.982326945,3.781354461,3.628202792,3.658326393,3.720685265,3.487852695,3.78236006,3.017517362,3.306801033,3.515021877,3.916449237,3.817984755,3.425241677,3.755862057,3.549028082,3.707488545,0.289106549,3.276610293,0.358117325,0.025188342,0.123916234,0.110478241,863,0.000887933,-0.024300409,0
28141,28141,2.176,490.27753,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.46,Cornell_Neg_S-15,490.27753:123868 491.28088:0 492.28424:0,,521.32904,3.041623593,5.830612608,3.717198786,3.455541247,3.888672423,3.453191415,4.411001661,3.674899973,3.814631374,3.686066333,3.595429098,3.199763064,3.213700846,3.173155649,3.611831132,2.6682868,3.735570732,3.682572121,3.369563119,3.462919747,3.3617821,3.658601921,3.625058366,3.159375613,3.684626952,2.95896481,3.594810134,3.602007609,3.386566526,3.950856127,4.030720177,3.738691679,3.76631284,2.831142684,3.439650929,3.572970018,3.721683343,3.531816316,3.687044912,-0.433571001,3.934092713,-0.35822845,0.025139875,0.185770151,0.165624461,862,0.000886904,-0.02425297,0
25509,25509,9.852,451.23215,"w/o MS2:[(1S,2R,4aR,8aR)-1-acetyloxy-1,4a-dimethyl-6-oxo-7-propan-2-ylidene-2,3,4,5,8,8a-hexahydronaphthalen-2-yl] 3-acetyloxy-2-hydroxy-2-methylbutanoate",[M-H]-,,0.567,TRUE,,451.23373,C24H36O8,Sesquiterpenoids,LUNCZNVVYHFMOQ-ZCHNZJOUSA-N,O=C(OC(C)C(O)(C(=O)OC1CCC2(C)CC(=O)C(=C(C)C)CC2C1(OC(=O)C)C)C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,87.7,,,,,72.3,Cornell_Neg_S-26,451.23215:3067578 452.2355:671463 453.23886:0,57.47059:9812 108.94073:10600 130.08789:11132 167.01523:9943 207.10136:12485 214.00282:10941 225.16145:69683 231.10066:42583 235.13435:267622 243.10153:22161 245.11618:11129 257.11676:180793 271.20639:10790 289.18094:49427 289.21835:16781 299.21695:10506 311.16367:71945 315.1972:41861 333.20789:562985 351.21875:126757 355.18951:622457 369.23123:58856 370.59894:13291 373.19901:175669 391.19894:95782 396.9711:11185 397.11261:15754 415.12:15690 424.46521:11366 433.12704:18460 433.32013:80634 451.32941:935593,480.26132,3.61826915,6.382657887,4.033382685,3.624878295,3.804704904,3.849987758,3.601123421,3.733431179,3.76475956,3.508726378,3.674604269,3.682903229,4.223432384,3.646314902,3.642353961,4.117238142,3.458609711,3.71777148,3.627606828,3.793445756,3.684669794,4.052979137,3.615201526,3.316768336,3.531979363,3.687084533,3.722255934,3.736207006,3.24298944,3.4504467,3.818837916,3.948285139,3.468549576,3.406051757,3.870818844,3.253401523,3.071365066,3.865291296,3.384308489,-0.436368669,4.08105441,-0.358257334,0.025127289,0.186951561,0.166677754,861,0.000885875,-0.024241414,0
