,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_R1,0_Cornell_Pos_S-04_LMT_PS_PMM_R1,0_Cornell_Pos_S-08_LMT_PS_PMM_R1,0_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-21_LMT_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-28_LMT_PS_PMM_R1,0_Cornell_Pos_S-31_LMT_PS_PMM_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
22829,22829,9.404,588.3786,"w/o MS2:NCGC00386067-01!2-[2-(19-acetamido-16,18-dihydroxy-5,9-dimethyl-6-oxoicosan-7-yl)oxy-2-oxoethyl]butanedioic acid [IIN-based: Match]",[M+H]+,,0.157,FALSE,,588.37701,C30H53NO10,Tricarboxylic acids and derivatives,CYKDMNNWBMLNSF-UHFFFAOYSA-N,CCCCC(C)C(=O)C(CC(C)CCCCCCC(O)CC(O)C(C)NC(C)=O)OC(=O)CC(CC(O)=O)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,87.7,,,,,8.13,Cornell_Pos_S-42_R,588.3786:808560 589.38195:0 590.38531:0,,580.17926_@_1.764,3.829882662,2.947493672,5.926868492,5.234481569,5.499815606,4.126632072,3.458050429,4.220647573,4.237930911,5.303233888,3.785113968,4.800166824,3.477747806,4.688443313,4.707216923,4.549875836,2.825262284,4.445234942,6.180474082,5.028170995,3.98277804,3.847718023,5.456903581,5.808051177,5.889285004,5.477111623,3.607784596,5.917254916,5.877889282,5.690395505,4.12330648,4.152089114,5.534690504,5.623528279,5.637805804,4.99385767,5.042160873,5.095050503,5.801300359,5.76945926,0.645483381,4.395464913,0.341392409,0.031089348,0.288290742,0.232427427,489,0.000714432,-0.030374916,0
31480,31480,2.135,831.17334,Unknown,[M+H]+,,0.191,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.78,Cornell_Pos_S-07,831.17334:819735 832.17669:0 833.18005:0,,812.70172_@_15.463,4.513335265,4.39660304,3.856638613,3.610991538,4.209862871,4.456113391,3.800711321,3.985022565,4.359363133,4.122917259,4.309011053,4.137344438,4.285262848,3.758209331,4.211114901,3.918110271,3.051122206,3.86659777,4.199993313,3.595103646,3.881921283,4.100343976,4.284563449,2.280615235,4.181178469,2.864121007,4.052188289,4.172709525,3.468902474,3.98336088,3.507407291,4.127895707,3.216837149,4.403169445,3.67687352,3.862036259,4.273566827,3.744559634,4.27942109,3.625532068,-0.327545642,4.128670476,-0.341150785,0.031216444,0.146408224,0.118038084,490,0.000715893,-0.030500551,0
22664,22664,17.74,585.17065,Unknown,[M+H]+,,0.472,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.56,Cornell_Pos_S-22,585.17065:61641 586.174:0 587.17736:0,,576.11395_@_1.857,4.445274587,4.434700908,5.700541767,4.686974487,5.323966202,4.61938055,4.799439479,5.076947892,4.266379376,5.783305478,4.90332169,5.91648611,5.047403122,4.756980259,4.910195551,5.057888326,5.008692998,5.032874972,6.052750728,4.351343489,4.813297337,5.124547735,4.696484894,4.713988801,6.266240082,5.4851342,5.351267465,5.656172622,6.078086625,5.750180968,5.692424454,5.240605212,5.644234054,5.726535414,6.280857736,6.185640516,4.40631915,5.657539978,5.543279976,5.327336642,0.403753377,4.98293585,0.340922175,0.031337088,0.180608945,0.145611587,491,0.000717354,-0.030619734,0
20978,20978,18.087,547.3598,w/o MS2:13-Oxyingenol dodecanoat,[M+H]+,,0.045,FALSE,7.95,547.35999,C32H50O7,Tigliane and ingenane diterpenoids,FEZDDYPHEHMXLF-MTSAWMQWSA-N,O=C(OC12CC(C)C34C=C(C)C(O)C4(O)C(O)C(=CC(C3=O)C1C2(C)C)CO)CCCCCCCCCCC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.8,99.5,,,,112.39,Cornell_Pos_S-26_R,547.3598:1494863 548.36315:184831 549.36651:77520,,538.42163_@_11.165,3.797048439,3.644478915,5.368787487,5.027179062,4.141537594,4.839782128,4.40077188,3.801461515,3.709810367,4.098360748,3.584839602,4.470054792,4.843137739,4.087932926,4.368611104,4.536896729,4.161709766,4.249470081,4.088958001,3.875924903,4.107805464,3.825758187,4.131821165,4.068101835,4.250726428,3.834288814,3.079343047,3.291706416,3.612945195,4.378605252,3.847428032,3.312933851,4.093580068,4.455335577,4.218798111,3.423934275,3.751763008,3.604831607,3.715031039,4.06484905,-0.335930124,4.272513085,-0.340892767,0.031352635,0.150284582,0.121163304,492,0.000718815,-0.03063382,0
23814,23814,2.015,610.17511,Unknown,[M+NH4]+,adduct linked to 23034_[M+H]+,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,31.69,Cornell_Pos_S-14,610.17511:4018325 611.17846:831742 612.18182:0,,601.05493_@_1.888,4.731985236,3.474971348,5.814494135,4.941740865,5.705228505,5.223939001,4.961211353,4.536501762,4.439883843,5.443784673,4.270690345,5.089979729,5.728078233,4.612717649,4.874903832,5.542376823,5.494962489,5.500780108,6.231871262,5.733199415,3.606720162,4.654166032,4.188015967,5.14503989,6.29641773,5.880654274,4.554081337,5.669213732,6.278988638,6.225288806,4.86649299,4.99458455,5.629828642,6.18008714,6.069779328,5.754026522,4.232964191,5.930180043,6.669027875,5.979825434,0.5417948,4.926800477,0.340739075,0.031433991,0.242505669,0.195514321,493,0.000720276,-0.030713715,0
30969,30969,15.513,806.10797,Unknown,[M+5H]5+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,40.33,Cornell_Pos_S-15_R,806.10797:857880 807.11132:0 808.11468:0,,791.46033_@_11.007,3.875014802,3.342715524,3.461159044,4.806183192,5.120610163,4.342366203,3.657743624,3.72130911,3.63582137,2.83024802,3.59179937,3.289614576,4.911354175,5.515409717,4.269260031,4.627528723,3.479221361,3.150663295,3.946871078,3.416308974,3.499537197,3.590370937,3.995745644,3.394336057,3.890732865,2.981328508,3.725025935,3.489120502,3.528198714,3.131506237,2.801783339,3.564842559,3.490697006,4.138599299,2.805614379,2.958678419,4.309039828,3.630051238,3.229840275,3.604203465,-0.443812058,4.007239206,-0.340734941,0.031436182,0.198651624,0.16015806,494,0.000721737,-0.030714445,0
18386,18386,10.369,496.26669,Unknown,[M+H]+,ion correlated with 5103; ion correlated with 11702; ion correlated with 13950; ion correlated with 16264,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10,Cornell_Pos_S-25,496.26669:1709502 497.27004:0 498.2734:0,,488.28854_@_9.154,5.38564296,5.140332708,6.020410874,5.968053773,6.036034969,5.933325072,5.227713597,5.329991701,4.884974439,5.389053681,5.642016168,5.301538845,5.848080587,5.943176446,5.467403859,5.323094845,5.48989111,5.977437488,5.267627871,5.110085953,5.346859248,4.65870807,5.104732244,4.576734728,5.393478942,4.606039528,5.133052799,4.726932729,4.641050911,5.273745882,4.84291838,5.049593743,6.250412282,5.858784573,4.541785664,5.0936493,5.82868938,5.327326187,5.285903922,6.118387607,-0.332935192,5.575024701,-0.340648618,0.031481956,0.149065526,0.120180469,495,0.000723198,-0.030758758,0
20715,20715,1.891,541.16614,"w/o MS2:3,5-dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",[M+H]+,,0.202,FALSE,3.674,541.16541,C26H30O11,Flavonoid-7-O-glycosides,DZBBOCDYINLWCH-UHFFFAOYSA-N,O=C1C=2C(O)=C(C(OC3OC(CO)C(O)C(O)C3O)=CC2OC(C4=CC=C(O)C=C4)C1O)CC=C(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,97.2,100,,,,20.77,Cornell_Pos_S-09_R,541.16614:1199416 542.16949:0 543.17285:0,,532.93903_@_2.136,5.199632962,3.655525821,5.046744235,4.933304163,4.886599787,6.11580322,3.835295757,4.691807834,3.383927297,5.010169734,3.477390725,3.5439393,5.11829556,4.588402755,5.982065213,5.243156447,6.308712253,5.176418541,5.347186267,4.552827951,3.689782449,5.162445572,4.449058098,4.702957595,5.886085729,5.441289835,4.014185811,4.838191287,5.783415029,5.87329908,3.437350699,4.994496346,5.175751512,5.371933868,5.742704118,4.534107976,4.52083839,4.648917045,6.435979661,5.632311178,0.578513004,4.534774225,0.340616112,0.031499207,0.259046377,0.208849866,496,0.000724659,-0.030774548,0
20524,20524,18.408,536.77173,Unknown,[M+H]+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.73,Cornell_Pos_Blank2,536.77173:74071 537.77508:0 538.77844:0,,528.40973_@_17.973,5.53150008,5.397590805,5.018184378,5.194004222,5.195251528,5.054486399,4.818162877,5.299454638,5.155333393,5.086933368,5.494254512,5.354338767,4.598151436,4.975133148,5.256635135,5.131552521,5.06007122,5.061723675,5.253810978,5.391699785,5.644593422,5.245900334,5.578484469,5.086715635,5.496349633,5.476084322,5.621821227,5.301077276,5.290067531,5.628904634,5.037617383,5.532690979,5.187032247,5.133369473,5.061182754,5.117163076,5.274743612,5.557908942,5.659765498,5.350055205,0.169302267,5.155198539,0.340605658,0.031504756,0.07581275,0.061122193,497,0.00072612,-0.030778636,0
24814,24814,2.177,635.95911,Unknown,[M+H]+,ion correlated with 20568; ion correlated with 24201; ion correlated with 21753; ion correlated with 22481; adduct linked to 25469_[M+NH4]+,0.404,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,62.39,Cornell_Pos_S-25,635.95911:8901883 636.96246:2059602 637.96582:2696896,,626.0354_@_1.925,5.149235425,2.927161822,4.659230197,4.685271391,5.084352871,4.562070829,4.538955303,4.781084585,4.213914521,5.159464387,4.337374362,4.736657024,5.376008988,4.057382571,5.410811817,5.04185429,5.147599304,4.623085069,5.02833533,5.281283888,3.290364901,5.476585679,4.750217856,4.867988556,5.757948856,5.281548266,4.624924981,4.568626158,5.453894873,5.338330739,4.76090755,4.984142385,4.756993154,4.996982072,4.725121486,5.382139473,4.503872657,4.653728754,5.811724692,5.296167204,0.402308376,4.590583163,0.340603421,0.031505944,0.180153116,0.145244085,498,0.000727581,-0.030778363,0
16290,16290,1.994,456.02682,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.27,Cornell_Pos_S-42_R,456.02682:688686 457.03017:0 458.03353:0,,448.0152_@_1.964,5.509253618,3.554888538,5.355270205,5.025417338,5.651818135,4.591242568,5.177395402,5.323126629,4.490690065,5.630931948,4.619735263,5.280305249,4.802317314,5.519007713,5.422017063,5.676103986,4.732295291,5.630466215,5.85048686,5.384203879,4.365676265,5.890951711,5.045637465,5.80928553,5.70276129,5.71313434,5.40784953,5.572941415,5.662982414,5.560375214,5.207387705,4.904482649,4.902010098,5.6995076,5.379823844,5.730727019,4.69791175,5.163942194,5.884461487,5.164521275,0.352886862,5.037957142,0.340595894,0.03150994,0.158026183,0.127404782,499,0.000729042,-0.030780898,0
5284,5284,10.589,238.29414,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.19,Cornell_Pos_Blank1,238.29414:104905 239.29749:0 240.30085:0,,228.57947_@_10.889,3.314140555,3.644184858,3.888726958,3.596264952,3.389256187,3.224118126,3.40882593,3.836589712,3.285972141,3.260953309,3.629869177,3.127210352,3.153045015,2.746930722,3.634790128,3.304631933,3.083171816,3.775902117,3.805402186,3.603237128,3.854465149,3.757952469,3.928106881,3.620409614,3.637706592,3.596136946,3.834708218,3.641374935,3.882059811,3.567657107,3.908523219,3.775931712,3.639048585,3.70472985,3.34480587,3.259890297,4.038839461,3.481953255,3.962785454,2.570717124,0.230359456,3.393292,0.340574884,0.031521097,0.103164413,0.083173809,500,0.000730503,-0.030790594,0
8255,8255,11.749,301.7019,Unknown,[M+H]+,ion correlated with 6898,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,27.15,Cornell_Pos_Blank1,301.7019:247338 302.70525:0 303.70861:0,,295.12799_@_3.456,5.811035297,5.456943295,4.952264213,5.725065808,6.633937954,5.106392246,6.038530738,6.953519757,6.268103437,6.634284062,6.643915092,6.379809049,5.436184608,5.333121305,4.923384598,4.996546132,5.507122578,5.094654905,5.049046192,5.542957306,5.457418917,5.587889275,5.600606764,5.318518343,6.064351185,5.568675274,5.717447938,6.973227461,5.755239714,6.489803613,6.330357266,5.418573261,5.140793705,5.711011714,5.191085587,5.354878599,5.588890696,5.722535666,5.0112816,5.24929704,-0.402699022,5.955221919,-0.340532495,0.031543618,0.180370533,0.145419373,501,0.000731964,-0.030811654,0
27452,27452,10.265,702.37073,Unknown,[M+H]+,,0.191,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.73,Cornell_Pos_S-05,702.37073:1539391 703.37408:586229 704.37744:150669,,693.38818_@_11.755,5.480092852,3.779129583,5.927598392,6.266243842,5.529435147,6.113118009,3.844162729,4.946064731,4.331522668,4.722520588,4.368346254,5.514002381,5.245313823,5.121598533,4.934287263,4.869122981,5.042211575,3.793424355,6.185408277,5.098873233,5.709818203,3.72788016,3.99000615,6.243401664,2.64898129,2.499418922,3.226538499,3.328488969,4.627619886,3.909724953,5.692953848,3.475615262,3.673203039,3.890582132,4.911312339,3.438564795,5.972059169,3.496602484,4.478460721,4.573223188,-0.721947585,5.084939252,-0.340428956,0.031598681,0.323474513,0.26079349,502,0.000733425,-0.030865256,0
19765,19765,12.575,520.87885,Unknown,[M+2H]2+,ion correlated with 19763,0.27,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,30.93,Cornell_Pos_S-05_R,520.87885:1055859 521.8822:112305 522.88556:0,,514.30566_@_11.272,4.411127832,4.188344135,4.356246584,4.6971897,4.237456675,4.198382998,3.725067141,4.335798607,4.173169045,3.903718864,3.729933244,3.819119121,4.254089576,4.288381904,4.187964603,2.861391506,4.123632155,4.026341427,3.885591401,3.800552871,4.270862066,4.320644102,4.079331406,3.745954505,4.25890396,3.683360869,4.187580541,2.989046406,3.820607134,4.27800755,3.057621535,3.833504306,4.363805356,4.03798588,3.97162886,3.974942464,4.131031494,3.881690359,3.053161286,4.089048174,-0.28425816,4.165573245,-0.340349847,0.031640805,0.127397674,0.102711289,503,0.000734886,-0.030905919,0
26890,26890,19.27,688.27814,"w/o MS2:(S)-3-(3,4-dihydro-2H-benzo[b][1,4]dioxepin-7-yl)-2-methyl-4-oxo-4H-chromen-7-yl 2-((tert-butoxycarbonyl)amino)-3-(4-((tert-butoxycarbonyl)oxy)phenyl)propanoate",[M+H]+,,0.146,FALSE,8,688.27698,C38H41NO11,Isoflavones,WORGEWUXYJGAQP-NDEPHWFRSA-N,O=C(OC1=CC=C(C=C1)CC(NC(=O)OC(C)(C)C)C(=O)OC2=CC=C3C(=O)C(C=4C=CC=5OCCCOC5C4)=C(OC3=C2)C)OC(C)(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,93.2,99.4,,,,7.72,Cornell_Pos_S-22_R,688.27814:528339 689.28149:224133 690.28485:0,,679.51495_@_11.659,6.377108064,6.338810784,7.052652535,7.136327615,7.127428386,7.309107179,6.238447223,6.297740933,6.248588979,6.124115033,6.511120621,6.363830758,7.110496621,7.571093511,7.360677069,7.442895053,7.595547184,6.811249479,7.415595075,6.50867571,7.682616595,8.506699043,6.254141732,7.353342486,6.12487547,6.244159785,8.042462532,8.470127692,6.263495989,7.168110403,8.468365597,6.360047752,7.420060107,7.108937596,6.439766386,8.549067275,8.495245231,6.174015728,6.613250469,7.269839388,0.535788905,6.700490589,0.340272895,0.031681826,0.240189126,0.193646664,504,0.000736347,-0.030945479,0
16101,16101,17.645,452.31879,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,2.03,Cornell_Pos_S-25,452.31879:632474 453.32214:189577 454.3255:0,,444.2403_@_12.32,6.443732901,5.755803717,6.525056468,6.767564034,6.90603058,6.724484103,5.881101773,6.923519259,6.403443339,6.009334326,6.620203268,5.401825044,6.17160838,6.422934708,6.316489567,6.671431452,6.289321035,4.43521601,6.696382178,5.329674682,6.304391336,5.136565148,6.621742164,7.767861104,5.652465547,4.856958471,5.774974811,5.141912773,5.99624106,5.043321119,6.428246847,5.792829535,5.730257034,4.424164541,5.598330835,3.824927966,6.285099751,5.532890601,5.994806866,6.950305104,-0.561860945,6.35404585,-0.34023092,0.03170422,0.25191212,0.203098044,505,0.000737808,-0.030966412,0
8779,8779,12.014,312.63785,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.61,Cornell_Pos_Blank1,312.63785:44023 313.6412:0 314.64456:0,,304.85345_@_11.89,3.301211138,3.096922292,3.669929395,3.734732742,3.58497368,3.658266526,2.896068865,2.817044552,3.054637237,3.172237667,3.309070196,2.843775576,2.825068984,3.138994617,3.784408123,3.703959636,3.541015895,2.893953461,2.61585149,3.563701891,3.055867326,3.348245596,3.591067186,3.821071653,3.494757679,3.599873407,3.958533487,3.081740517,3.470108722,4.057334269,3.147481357,2.985236459,3.732160831,3.628546507,4.267437868,3.071114993,3.845622085,3.637277069,3.341464536,3.592499194,0.271836174,3.221638105,0.340062965,0.031793955,0.121946676,0.098316553,506,0.000739269,-0.031054686,0
3374,3374,9.823,189.09041,w/o MS2:Azelaic acid,[M+H]+,,0.18,FALSE,,189.08856,C9H16O4,Medium-chain fatty acids,BDJRBEYXGGNYIS-UHFFFAOYSA-N,O=C(O)CCCCCCCC(=O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,83.7,,,,,4.95,Cornell_Pos_S-25,189.09041:2022278 190.09376:469305 191.09712:873699,,180.51471_@_10.955,2.949066875,4.046589124,3.283224742,4.323286693,3.323955235,3.173192042,3.643047768,3.745678859,3.474370695,3.564416072,3.951371398,3.893214094,4.540663227,3.536313304,2.347504212,3.554556743,3.016822014,2.09268979,3.816076978,3.166141034,3.530065062,3.641856242,3.02664209,3.560831063,3.585125429,3.718906452,3.289600944,3.548776343,3.25945633,2.881334358,3.127469871,3.438566605,4.24807323,3.848718602,3.064599887,3.594258276,3.862220574,3.505177013,2.918756774,3.033215784,-0.341137251,3.674885009,-0.339975083,0.031840992,0.153080117,0.123417136,507,0.00074073,-0.031100262,0
19078,19078,11.368,509.0509,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.59,Cornell_Pos_S-03,509.0509:542406 510.05425:0 511.05761:0,,502.06097_@_2.342,4.599405072,5.439466291,6.725465446,5.261232306,4.924455282,4.52193524,4.587634297,4.766678676,4.631427612,4.770744893,5.072682399,4.959385523,4.086833753,6.806322984,4.618521838,5.249597937,4.999484901,4.765313578,4.404036465,4.636811406,4.551510567,4.883102157,4.703659248,4.875827525,4.841303927,4.205088469,4.717055588,5.030964175,4.748492054,4.281972424,4.13379588,4.993064567,4.364076612,4.536491044,5.200835326,3.724275044,4.794163069,5.044766242,4.799168482,4.675754003,-0.398592194,5.082404984,-0.339908687,0.031876566,0.178901647,0.144235119,508,0.000742191,-0.031134376,0
32278,32278,8.649,873.48755,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,20.84,Cornell_Pos_S-09,873.48755:858579 874.4909:0 875.49426:0,,851.58838_@_18.926,5.36373442,4.847705417,5.433248441,5.11016817,5.479579958,5.622023828,4.915113333,5.519015871,5.506234084,5.608492515,4.19482428,4.784302233,5.639533933,6.036959484,5.431490503,5.242337021,5.047074713,4.921038286,4.977438805,5.462829233,4.869748116,4.735656089,5.438243463,4.96798172,5.564882365,4.396502808,5.462384524,4.755653457,4.222580215,5.168405676,5.693809306,4.348393456,5.019475261,5.161973549,4.929995039,4.394170061,4.87664443,4.812561302,4.915107986,4.689476025,-0.309072493,5.290066855,-0.339712804,0.031981711,0.138812614,0.111914307,509,0.000743652,-0.031238059,0
10819,10819,10.737,350.7421,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.91,Cornell_Pos_Blank1,350.7421:111176 351.74545:0 352.74881:0,,344.02969_@_1.875,6.076746644,5.432608037,6.934842644,6.783864682,6.739360031,6.458616749,6.350156929,6.396295136,6.37196139,6.713030328,5.472586285,6.623568384,6.533330817,6.492611336,6.094080595,6.85554473,6.967745105,7.338450932,7.180201625,6.760988897,5.778172043,6.826760542,6.191345603,6.690278719,6.739002266,6.740613445,6.499988757,6.766311816,7.106295304,7.015150359,6.338479618,6.350337299,6.919122772,6.90398721,6.569811919,6.85003876,5.978566679,6.475829881,7.581905763,6.646825385,0.31443033,6.384255671,0.339598439,0.032043231,0.141272721,0.113897709,510,0.000745113,-0.031298118,0
3196,3196,8.372,185.13326,Unknown,[M+H]+,similar chromatogram in higher mz_17903,0.169,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.05,Cornell_Pos_S-06_R,185.13326:3387112 186.13661:609226 187.13997:667334,,176.02315_@_11.95,5.890818035,5.398129257,5.974277271,5.810377422,5.960252284,5.606987084,6.039523215,5.692368772,5.743898774,5.842363912,5.570200128,6.009862239,6.053137334,6.275804058,4.785814314,4.708194633,5.266212912,5.496619167,5.749906374,5.849571985,5.906915638,5.377527707,5.688935891,5.283019904,5.867003035,5.543396951,5.892973662,5.781994376,5.793123191,5.340383863,5.823144589,5.500957745,6.07944069,5.718830222,5.851137576,5.867012968,5.782559975,5.942515603,5.568625282,5.748920864,-0.224070458,5.84771427,-0.339588141,0.032048775,0.100677719,0.081168972,511,0.000746574,-0.031302201,0
24214,24214,2.313,620.12384,Unknown,[M+H]+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,35.6,Cornell_Pos_S-13,620.12384:1274216 621.12719:0 622.13055:274648,,610.69165_@_1.793,2.529974011,3.685818888,3.339207121,4.328109595,4.850287811,3.549377213,3.492318276,3.47079365,3.437032381,3.624755581,3.184969954,3.767634584,3.462591619,3.417483421,2.834053341,4.701468707,3.548013325,3.327506715,4.883700384,3.385119151,3.436090583,3.942554684,3.856362273,4.888952395,5.304556138,3.693204274,3.648521032,3.588208636,5.133619716,4.69761042,3.509774719,3.740864509,4.422303593,4.692669089,2.930424344,3.739806949,5.182759003,3.452714173,4.596675843,4.820078114,0.493838909,3.581453865,0.339489756,0.032101784,0.221960814,0.178950529,512,0.000748035,-0.031353749,0
17714,17714,1.933,483.19278,"w/o MS2:11-(6-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-4-chloro-1,3,5-triazin-2-yl)-7,11- diazatricyclo[7.3.1.0<2,7>]trideca-2,4-dien-6-one",[M+H]+,,0.067,FALSE,8.635,483.19061,C24H27ClN6O3,Cytisine and derivatives,DRVRFMGQMHIZLI-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CCNC2=NC(=NC(=N2)N3CC4CC(C3)C5=CC=CC(=O)N5C4)Cl)OC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,78.3,99.8,,,,7.67,Cornell_Pos_S-42_R,483.19278:845846 484.19613:0 485.19949:0,,476.2739_@_10.064,3.449134319,3.8897803,4.073455165,4.469886004,4.533127296,4.60779782,4.758522581,4.454991964,3.760011662,3.876317105,4.513389479,3.874533202,5.002640954,5.854071199,4.317290569,4.829565418,4.243011294,4.362685154,4.15982758,3.916870163,3.911180272,3.658053972,3.554592745,4.420309307,3.462371141,3.433302534,3.646681904,3.078272768,3.400125175,3.887090787,3.470133302,3.675234996,5.367737413,4.584601344,4.065302989,4.005875055,3.875412731,4.035262877,3.64890232,4.129534935,-0.398653662,4.365547075,-0.33948321,0.032105313,0.179182762,0.144461761,513,0.000749496,-0.031355817,0
33011,33011,17.592,925.07208,Unknown,[M+H]+,,0.169,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.51,Cornell_Pos_S-22,925.07208:60111 926.07543:0 927.07879:0,,899.56049_@_11.94,5.513331624,5.941823158,5.411819911,5.455327083,5.573089523,5.757965367,5.988277571,5.756006606,5.92281072,5.848624544,5.783430116,5.916859195,5.891692439,5.648196133,5.311489405,4.987721755,5.773976189,5.610830803,5.550267231,5.68039848,5.671492963,5.646712915,5.735963105,4.834453578,5.878574729,5.529857007,5.76047473,5.658342508,5.629080544,5.409421958,5.654713007,4.846811358,5.730678749,5.487939486,5.493859447,5.748123686,5.531080799,6.099501499,5.74059585,5.164587929,-0.198635461,5.743518142,-0.339479147,0.032107504,0.089281839,0.07198132,514,0.000750957,-0.031356547,0
