,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
19297,19297,7.148,361.16599,"w/o MS2:2,3-bis[(4-hydroxy-3-methoxyphenyl)methyl]butane-1,4-diol",[M-H]-,,0.056,TRUE,2.701,361.16589,C20H26O6,Dibenzylbutanediol lignans,PUETUDUXMCLALY-UHFFFAOYSA-N,OC1=CC=C(C=C1OC)CC(CO)C(CO)CC2=CC=C(O)C(OC)=C2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,99.9,,,,8.97,Cornell_Neg_S-42,361.16599:362329 362.16934:66351 363.1727:0,66.97939:8757 70.44633:9247 97.0662:13397 108.73994:10541 109.06611:11455 188.08499:11408 189.12906:10789 207.10266:10528 209.11763:10443 223.13489:14276 235.13448:16957 255.17693:26378 317.17731:28698,385.25674,3.049140586,3.851482865,3.446926668,5.71305519,3.58056115,5.065138848,3.953449057,4.140129229,4.585393042,5.224169056,4.232206554,4.400484043,4.900825764,3.675594665,4.255031163,4.73890338,4.664150021,5.026009998,4.07104228,4.510122574,3.670053386,6.424783828,6.451794722,6.436107124,6.521035123,6.173917977,6.671230297,6.292646429,5.610083915,6.240558608,6.578237445,6.600033358,6.150642864,5.94632181,5.35540554,6.412029231,6.854242108,5.82017912,6.429004052,1.346606323,4.015151328,0.367103876,0.021511071,0.560941785,0.531397505,884,0.00090954,-0.020601531,0
15432,15432,9.249,305.40729,Unknown,[M-H]-,ion correlated with 13643; ion correlated with 22643; ion correlated with 23029; ion correlated with 34722; ion correlated with 41593; ion correlated with 18824; ion correlated with 27651; ion correlated with 36152; ion correlated with 42790; ion correlated with 46253; ion correlated with 48556; ion correlated with 34931; ion correlated with 14249; ion correlated with 23535; ion correlated with 29090; ion correlated with 37292; ion correlated with 37007; ion correlated with 47857; ion correlated with 48534; ion correlated with 10049; ion correlated with 11439; ion correlated with 13765; ion correlated with 15817; ion correlated with 32875; ion correlated with 34473; ion correlated with 45653; ion correlated with 46649; ion correlated with 13487; ion correlated with 25002; ion correlated with 27784; ion correlated with 35881; ion correlated with 45060; ion correlated with 22226; ion correlated with 35602; ion correlated with 45834; ion correlated with 23866; ion correlated with 28397; ion correlated with 38464; ion correlated with 14434; ion correlated with 26842; ion correlated with 34293; ion correlated with 46520; ion correlated with 7970; ion correlated with 31020; ion correlated with 35209; ion correlated with 36196; ion correlated with 38239; ion correlated with 43282; ion correlated with 45018; ion correlated with 12565; ion correlated with 14311; ion correlated with 36167; ion correlated with 38697; ion correlated with 23288; ion correlated with 33965; ion correlated with 34561; ion correlated with 9867; ion correlated with 14676; ion correlated with 16742; ion correlated with 21702; ion correlated with 30621; ion correlated with 34288; ion correlated with 45125; ion correlated with 3824; ion correlated with 12244; ion correlated with 33164; ion correlated with 18659; ion correlated with 29938; ion correlated with 47511; ion correlated with 47814; ion correlated with 2453; ion correlated with 9356; ion correlated with 11317; ion correlated with 21411; ion correlated with 24408; ion correlated with 33743; ion correlated with 35659; ion correlated with 36578; ion correlated with 40978; ion correlated with 12302; ion correlated with 13920; ion correlated with 14637; ion correlated with 16344; ion correlated with 19332; ion correlated with 25323; ion correlated with 12227; ion correlated with 14253; ion correlated with 43804; ion correlated with 46084; ion correlated with 17605; ion correlated with 41577; ion correlated with 42850; ion correlated with 44821; ion correlated with 9597; ion correlated with 30898; ion correlated with 44480; ion correlated with 47036; ion correlated with 11601; ion correlated with 17682; ion correlated with 23675; ion correlated with 30909; ion correlated with 8864; ion correlated with 43009; ion correlated with 8200; ion correlated with 29838; ion correlated with 33339; ion correlated with 2544; ion correlated with 27305; ion correlated with 40500; ion correlated with 4939; ion correlated with 13012; ion correlated with 27866; ion correlated with 35425; ion correlated with 39726; ion correlated with 23734; ion correlated with 43083; ion correlated with 47598; ion correlated with 48401; ion correlated with 23879; ion correlated with 23318; ion correlated with 48585; ion correlated with 16869; ion correlated with 25747; ion correlated with 29465; ion correlated with 37500,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.29,Cornell_Neg_S-04_R2,305.40729:81640 306.41064:0 307.414:0,,328.98468,5.622619346,4.936014584,3.647978878,4.091047287,3.40237462,3.381801903,3.283944317,5.210949187,3.771695422,3.447121751,3.018656891,3.812210249,4.790351588,4.639820051,4.954420531,3.403803159,3.684122635,3.62635602,3.154736211,3.337404553,3.430391327,3.365974175,3.716723981,4.043803758,3.490560933,3.262471651,3.533639126,4.107583031,3.708236981,4.311711489,3.635863413,4.331192558,2.996431017,3.834222935,4.16917462,5.073213705,3.731201095,4.06782077,3.508295695,-0.767606985,4.574415024,-0.367075644,0.02152188,0.319782478,0.302939834,885,0.000910569,-0.020611311,0
11379,11379,14.118,247.07253,Unknown,[M-H]-,ion correlated with 10952; ion correlated with 27751; ion correlated with 28443; ion correlated with 7713,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,22.9,Cornell_Neg_QC100_1,247.07253:459855 248.07588:189506 249.07924:0,,265.99576,3.145683277,4.510122574,4.066137933,4.661168809,5.000857533,4.418326155,4.894230192,4.325536187,3.645593858,3.768576511,4.737860275,4.228025183,3.895425204,6.916363027,4.277132712,4.469232743,4.366655307,4.879640557,5.41710783,5.555428811,4.089547413,5.323108687,5.584081207,6.06135709,5.784985823,5.149306887,5.494437072,5.310138675,4.849658916,5.253738913,4.760629779,5.53365324,6.06033647,6.017234989,4.936948793,5.294959763,5.531174804,4.40090047,5.725042583,0.931571385,4.095778148,0.367036394,0.021536915,0.388137457,0.36769462,886,0.000911598,-0.020625317,0
18114,18114,2.894,344.99969,w/o MS2:Gibberellate,[M-H]-,,0.133,FALSE,,345,C19H22O6,C19-gibberellin 6-carboxylic acids,IXORZMNAPKEEDV-UHFFFAOYSA-N,OC(=O)[C@@H]([C@H]21)C(C5)(C4)[C@@H](CC[C@](O)(C(=C)5)4)[C@](C=3)(OC(=O)[C@@](C)([C@@H](O)C3)2)1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.5,,,,,12.22,Cornell_Neg_S-29_R2,344.99969:119622 346.00304:0 347.0064:0,,368.92242,3.510267959,3.264202634,3.518156624,4.110264267,2.900870359,3.866172056,3.661755227,4.773263368,3.755920351,3.602680729,4.450692632,3.641894623,4.225890537,4.178510386,3.778204613,4.409481803,3.8386501,4.040326435,4.266264941,4.193141407,3.963565679,4.08484227,4.088266238,4.167630801,4.103029259,4.130174242,4.001933505,3.901790439,4.045768407,4.225161929,4.277434122,4.051599813,4.08434731,4.143489044,4.023746407,3.980691505,4.102014299,4.025672753,3.421493503,0.410887732,3.600722871,0.366968872,0.0215628,0.171232001,0.162213371,887,0.000912627,-0.020650173,0
14130,14130,2.771,285.90268,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.88,Cornell_Neg_S-01,285.90268:30896 286.90603:0 287.90939:0,,309.11954,5.992387809,5.745350434,5.638407882,5.378157973,4.247654286,5.706056879,4.835392486,5.605267327,4.948317587,5.044608348,4.889192415,4.872744649,5.663475241,5.622863424,5.156143136,5.230691548,4.948676984,5.162497196,4.244734531,4.252356105,5.030745407,5.517822467,4.292100938,4.069729512,4.884792533,4.881892273,5.132567046,5.027361841,5.134304635,4.986599325,5.555490456,5.867363469,5.357608051,5.186078671,5.509416256,5.507621802,4.912235346,5.916367344,5.462322364,-0.583916257,5.688576025,-0.366915896,0.021583126,0.243379939,0.230561345,888,0.000913655,-0.020669471,0
15907,15907,12.947,311.18707,"w/o MS2:5-hydroxy-2,2-dimethyl-10-(2-methylbut-3-en-2-yl)pyrano[3,2-g]chromen-8-one",[M-H]-,ion correlated with 45169,0.022,TRUE,,311.18658,C19H20O4,Linear pyranocoumarins,WYMMNGQSPNWCIK-UHFFFAOYSA-N,O=C1OC2=C(C=C1)C(O)=C3C=CC(OC3=C2C(C=C)(C)C)(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.8,,,,,16.08,Cornell_Neg_S-15,311.18707:604341 312.19042:124857 313.19378:66950,75.86442:9140 82.60261:9101 85.15353:8412 109.58444:9044 129.1106:8671 223.20721:324485 249.18605:18013 250.12756:7894 267.1973:100718 310.97424:7861 311.18716:17476 311.22675:16926 311.29999:12087,336.99356,3.200857243,2.826142878,3.656089309,3.794987988,3.673164915,3.54584509,4.274017621,3.433554769,4.390682149,4.48159394,2.714490673,3.561621859,3.544896071,3.900022234,3.79367333,3.456923037,3.447759951,4.286849268,4.732309305,4.668234482,3.776549499,4.384622188,5.783914651,5.221007041,5.294928933,5.363494379,4.615141901,4.791877193,4.229800739,4.956723453,3.446289091,5.269763875,5.572345253,5.365697594,3.468610212,3.967191016,4.894938806,3.777193437,4.953324696,0.94588215,3.369519355,0.366891237,0.021592594,0.394280202,0.373513832,889,0.000914684,-0.020677909,0
16206,16206,13.265,315.69586,Unknown,[M-H]-,ion correlated with 19055; ion correlated with 45605; ion correlated with 39144; ion correlated with 47443; ion correlated with 46107; ion correlated with 29042,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.23,Cornell_Neg_S-05_R2,315.69586:63459 316.69921:0 317.70257:0,,341.1972,4.119404234,4.047501287,5.138159557,4.984875959,6.07896029,5.048932923,4.594923479,4.686917665,4.275235077,5.265422817,5.833784056,5.614204639,4.282913969,4.778013529,4.415382394,5.510871279,5.884918783,5.802941939,4.213610875,5.805310175,5.028241747,7.103989812,5.287597967,5.302347166,5.358857694,5.740799133,5.68707972,6.531656686,5.740499273,5.362431578,4.876950671,5.306134328,6.19522542,6.539813835,6.412580655,5.592916982,5.132413395,6.567145222,5.177951839,0.885714084,4.572485259,0.366772037,0.021638406,0.369338479,0.349885766,890,0.000915713,-0.020722693,0
40533,40533,9.256,746.93329,Unknown,[M-H]-,ion correlated with 32477; ion correlated with 20501; ion correlated with 29591; ion correlated with 30071; ion correlated with 42066; ion correlated with 40909; ion correlated with 16651; ion correlated with 17325; ion correlated with 29842; ion correlated with 36822; ion correlated with 46076; ion correlated with 13259; ion correlated with 23798; ion correlated with 28224; ion correlated with 37646; ion correlated with 39465; ion correlated with 43084; ion correlated with 47064; ion correlated with 28632; ion correlated with 35615; ion correlated with 40224; ion correlated with 48093; ion correlated with 4182; ion correlated with 26108; ion correlated with 34402; ion correlated with 19199; ion correlated with 32243; ion correlated with 34262; ion correlated with 38558; ion correlated with 40529; ion correlated with 48082; ion correlated with 48165; ion correlated with 16438; ion correlated with 44803; ion correlated with 18434; ion correlated with 25005; ion correlated with 35590; ion correlated with 43175; ion correlated with 19607; ion correlated with 47904; ion correlated with 28682; ion correlated with 41721; ion correlated with 31019; ion correlated with 32679; ion correlated with 38953,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,816.42,Cornell_Neg_S-01,746.93329:40821 747.93664:0 748.94:0,,802.43976,3.009815038,3.421433333,2.963679416,3.244797736,3.846588498,3.448002222,2.829367975,3.947295735,3.30240716,3.684202225,3.75004014,3.405173208,3.329366698,4.713680189,3.384045736,3.5832795,3.803537433,3.367744234,3.857443599,3.424492278,3.586415617,4.527397872,4.996176628,3.745205936,3.138746498,5.071246663,3.86550012,4.344087644,4.226740545,4.836950415,4.778881698,3.630565545,3.285901256,3.364050677,5.296243852,3.683312644,4.945899219,4.594480947,4.49311782,0.785428289,3.159931381,0.366725155,0.021656446,0.327568165,0.310315456,891,0.000916742,-0.020739704,0
43504,43504,3.767,826.55939,w/o MS2:PC 35:4,[M-H]-,ion correlated with 34468; ion correlated with 38996,0.011,FALSE,8.969,826.55988,C43H78NO8P,Phosphatidylcholines,JSXZJOMDSXRJMT-LTFXTMEVSA-N,CCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.8,99.9,,,,12.92,Cornell_Neg_S-22,826.55939:83666 827.56274:230218 828.5661:158207,,896.43719,3.697306444,2.599321273,2.895581839,3.0874674,3.700041304,3.164292594,3.915269998,3.139224207,3.746215733,3.688299026,3.765993658,3.266294051,3.316220022,5.197034323,3.457856476,3.897691143,3.533939804,3.601749758,3.699974334,4.744045286,3.285455878,3.797725945,3.151391625,3.58514099,3.651802198,3.011962205,3.855806562,2.934736551,3.334686372,3.73022291,3.751157269,3.45130283,3.504547741,3.554300906,3.626933181,3.427563678,3.591223809,3.995821583,3.514263538,0.546943261,3.069919239,0.366687882,0.021670798,0.228133165,0.216117604,892,0.000917771,-0.020753027,0
2511,2511,12.154,131.0139,Unknown,[M-H]-,found in higher mz's MsMs_15474; found in higher mz's MsMs_13459; found in higher mz's MsMs_12432; found in higher mz's MsMs_8143; found in higher mz's MsMs_8099; found in higher mz's MsMs_4541; found in higher mz's MsMs_4522,0.011,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.39,Cornell_Neg_Blank1,131.0139:271600 132.01725:90903 133.02061:110747,42.99973:31996 55.26169:10274 87.04521:9733 99.009:18853 100.93385:2135133 115.92085:21246 130.94458:132090 130.99297:16219 131.01442:62535 131.07188:18191 131.09196:51640,134.04724,4.582006514,4.141543834,3.911116498,4.552092343,5.402697178,4.633225991,4.613593432,5.479014266,5.727368239,4.934172608,5.5155427,4.251565224,4.083126212,4.479559003,4.096767161,5.083031162,4.428272515,4.432424077,5.064008487,4.199307186,4.172500833,4.935416568,4.613779718,4.943049111,4.822050333,4.711081393,4.800455873,4.806800436,4.473768875,5.027877373,4.670510247,5.574040533,4.943105823,5.165822802,5.127969285,5.433597842,4.818641509,4.738875649,5.060575088,0.539412909,4.296689797,0.366496037,0.021744793,0.225128277,0.21327098,893,0.0009188,-0.020825993,0
14659,14659,0.246,293.99774,w/o MS2:Diclofenac,[M-H]-,,0.011,FALSE,,294,C14H11Cl2NO2,Dichlorobenzenes,DCOPUUMXTXDBNB-UHFFFAOYSA-N,OC(=O)Cc(c2)c(ccc2)Nc(c(Cl)1)c(Cl)ccc1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,76.7,,,,,6.8,Cornell_Neg_S-37,293.99774:79729 295.00109:309117 296.00445:30315,,316.89087,5.87147515,6.043679138,5.920138986,5.703715575,5.560138665,5.916868568,5.608521755,6.033923911,5.420341983,5.741280843,5.644774767,5.867348438,5.861842251,5.714505789,5.704491982,5.923952926,5.697491323,5.910269996,5.698878359,5.788083484,5.727191403,5.36246928,5.77482743,5.047819828,5.610940023,5.307963241,5.344332333,5.397166276,5.465458698,5.176574505,5.252428234,5.236059628,5.482248836,5.471922154,5.357189431,5.066670615,5.367824445,5.440466695,5.839964549,-0.318402708,5.884752212,-0.366489668,0.021747253,0.132890576,0.125891353,894,0.000919829,-0.020827424,0
14547,14547,9.241,292.50385,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.7,Cornell_Neg_S-15_R2,292.50385:73746 293.5072:0 294.51056:0,,315.09387,6.602592652,5.874247792,5.660234439,5.844323996,5.746390403,6.140381067,6.030581913,5.407492879,5.696239279,5.599576339,5.368583443,5.454312714,5.715546259,5.228033158,5.798402702,5.597290863,5.413551213,5.62535876,5.723632966,5.371059546,5.097167039,5.683848662,5.071049425,5.086276168,5.786889424,5.590272132,5.661740297,5.869340573,5.655157651,5.697234139,5.474036971,5.88036478,5.776898678,5.738886345,5.623657542,5.812681114,5.932403744,5.058433617,6.199999947,-0.377841956,5.99534972,-0.366445881,0.021764173,0.157720285,0.149413304,895,0.000920858,-0.020843315,0
17634,17634,9.271,337.83139,Unknown,[M-H]-,ion correlated with 24497; ion correlated with 46378; ion correlated with 28154; ion correlated with 39146; ion correlated with 42351; ion correlated with 45382; ion correlated with 16341; ion correlated with 48368; ion correlated with 33684; ion correlated with 38141; ion correlated with 45324; ion correlated with 32661; ion correlated with 37647; ion correlated with 33408,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.66,Cornell_Neg_S-06,337.83139:62106 338.83474:0 339.8381:0,,363.00854,2.869551251,2.478214023,2.355455898,4.561057177,3.347165505,3.392931661,4.121976008,3.694251583,3.949296559,3.378967425,3.761927548,3.687325923,3.942369718,3.441470542,3.821677652,2.402557231,2.913193493,3.198737692,4.123893914,2.877568334,3.107868443,4.697229343,3.391939472,4.558346533,4.023949841,3.299512044,4.725576803,4.456297695,3.779319775,4.851386783,4.199982324,4.489635098,3.99498325,4.670593706,4.340295358,4.753981171,4.500333662,4.65699367,4.168010522,0.840260306,3.066069587,0.366375731,0.021791302,0.350822355,0.332344869,896,0.000921887,-0.020869416,0
34764,34764,15.853,610.31671,Unknown,[M-H]-,,0.278,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.99,Cornell_Neg_S-18,610.31671:57533 611.32006:23312 612.32342:0,,662.90875,2.873475995,3.238606418,2.994155763,3.442472381,3.597893332,3.340842898,3.118494615,4.137713994,3.979704925,3.685005085,3.440010999,3.755541824,3.627562803,3.893173939,3.188402653,3.535137758,3.350017975,3.883652888,3.77977492,4.983627934,3.703649714,3.370479052,3.800067701,3.149128965,3.626237102,3.563699718,3.773284169,3.894978212,3.170034059,3.218734694,3.580377212,4.177360739,3.811440115,4.129098308,3.493176998,3.131828613,3.595950418,5.089832826,3.422590703,0.548494014,3.137177639,0.366227911,0.021848562,0.229111939,0.217044827,897,0.000922915,-0.020925646,0
2211,2211,1.939,127.99701,Unknown,[M-H]-,,0.144,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.32,Cornell_Neg_S-35_R2,127.99701:68498 129.00036:0 130.00372:0,,129.93297,3.867169861,3.379470087,3.44814376,4.096927384,4.262700204,4.129275186,3.695185265,3.453921041,4.241168634,3.983112105,3.869827357,4.715147094,4.085158382,4.336938179,4.072402431,4.2175629,4.155897524,4.153414652,2.885828388,3.935742608,3.804656143,4.754612044,4.379178566,4.152695812,4.813450881,4.68253315,4.749102185,4.091577781,4.619958968,4.414045305,4.450410784,4.17033911,4.144854307,5.038477095,4.992100431,4.162549472,4.7233982,5.476599064,5.067261738,0.612960312,3.697927773,0.366151212,0.021878322,0.256102157,0.242613495,898,0.000923944,-0.020954377,0
28272,28272,18.802,492.70822,Unknown,[M-H]-,ion correlated with 28400; ion correlated with 28538; ion correlated with 28685,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1187.59,Cornell_Neg_QC100_6,492.70822:775583 493.71157:113314 494.71493:1255122,,523.48383,3.481394959,2.812620618,2.975470406,3.141806997,3.534933129,3.652343371,3.444152733,3.529205234,3.034658627,3.399439844,3.630031277,3.523301113,3.799600292,3.488275958,3.374002978,3.746854174,3.569992995,2.542224134,3.516963744,4.265036526,3.718275753,3.251617166,3.438698222,3.30383986,3.485666881,3.685956047,3.562821345,3.38108022,3.79563552,3.727769947,3.351496396,3.373685598,3.699758247,3.645009505,2.875256019,3.921028848,3.302452979,3.117977329,3.329418171,0.383418474,3.102823245,0.366086446,0.021903478,0.160229558,0.151790416,899,0.000924973,-0.020978504,0
16673,16673,0.216,323.02286,Unknown,[M-5H]5-,,0.044,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.6,Cornell_Neg_S-14,323.02286:100909 324.02621:67736 325.02957:0,,349.0994,6.333571096,5.574999533,5.404317899,4.859264423,5.947663582,5.879499293,4.713915321,5.772042113,4.583505691,5.008248762,5.371338519,4.793734523,4.826172022,5.323786129,5.625635993,5.204441513,4.97417306,5.117511583,5.618493151,4.705866346,4.378388815,4.015011552,4.133331292,4.579965258,5.380078219,4.357953286,4.568366021,4.421093779,4.545797438,4.561691575,3.855379871,4.252112401,4.960318534,4.336829827,4.265725588,4.458207117,4.984988366,5.217268059,5.09460737,-0.690662753,5.543038238,-0.366068506,0.02191045,0.288642455,0.273439927,900,0.000926002,-0.020984448,0
24313,24313,13.626,433.17154,"w/o MS2:[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",[M-H]-,,0.011,FALSE,,433.17087,C21H22O10,Phenolic glycosides,OONDLKCAZJZRCW-CTPWMPFQSA-N,O=C(OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O)C=CC3=CC=C(O)C(O)=C3,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,97.7,,,,,20.67,Cornell_Neg_Blank3,433.17154:50782 434.17489:0 435.17825:0,,462.10339,6.937943402,3.600959945,5.299473521,3.513202422,3.205940648,5.479525645,4.21360665,4.136372123,3.582204858,4.061252453,3.447361929,3.861564304,5.479531403,3.557320082,3.501191662,3.942683966,2.956433727,4.202600776,4.063474226,3.581649546,3.469032644,4.709884494,3.405264681,4.348623449,2.811109554,4.15655096,4.10176662,4.727890829,3.396090291,3.689137105,4.087185913,2.94154214,4.014581472,4.079738912,4.132127623,3.953644856,3.739892285,3.67839656,4.125596689,-0.928158506,4.837894823,-0.365968556,0.021949329,0.388019243,0.367582632,901,0.000927031,-0.021022298,0
35663,35663,9.189,631.99451,Unknown,[M-H]-,ion correlated with 41371; ion correlated with 24853; ion correlated with 17281; ion correlated with 33948; ion correlated with 18206; ion correlated with 23587; ion correlated with 41560; ion correlated with 38329; ion correlated with 15148; ion correlated with 20555; ion correlated with 28819; ion correlated with 30007; ion correlated with 38815; ion correlated with 39727; ion correlated with 47939; ion correlated with 48512; ion correlated with 12857; ion correlated with 22885,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.49,Cornell_Neg_S-49,631.99451:72427 632.99786:0 634.00122:0,,684.91437,4.195970816,4.389662138,4.230538326,3.678160679,4.316030555,3.230693648,3.75289884,4.594983363,2.905819068,3.849166994,3.426246972,3.257165067,3.683421952,4.919438982,3.366388348,3.065296361,3.392866856,3.613972797,4.404869983,3.55367311,3.045876899,3.534553546,3.948338446,2.892819874,3.356370324,3.741470014,3.844606908,3.461501523,3.582685396,3.552726972,3.440391324,3.721212333,3.304926428,3.542785508,3.362496744,3.266041634,3.353488193,3.499127171,3.482414126,-0.544532525,4.12358299,-0.365967416,0.021949773,0.227644154,0.215654349,902,0.00092806,-0.021021713,0
40894,40894,10.254,755.40063,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,2.7,Cornell_Neg_S-15,755.40063:71633 756.40398:0 757.40734:0,,813.01538,5.26255782,4.382739159,4.759199894,5.165349696,3.336103845,2.756788862,3.550184634,5.12254409,3.683782151,3.446926985,3.509370539,3.553446317,3.677942167,3.534776483,3.891431843,3.264045478,3.484623852,3.611821412,3.487376437,3.035756754,3.600115065,5.826266304,3.176371259,4.907011584,3.954384213,3.899219194,3.134536011,5.261841938,3.381009602,3.536574603,3.481031814,3.80001319,3.753266412,3.9104277,4.559719971,4.087448553,3.87728843,6.940445832,3.292270287,-1.025999819,4.892461642,-0.365868292,0.021988389,0.429057794,0.40645972,903,0.000929089,-0.0210593,0
19170,19170,9.643,359.20831,"w/o MS2:NCGC00381440-01!(2S,3S)-3-decyl-2-hydroxy-2-(3-methoxy-3-oxopropyl)butanedioic acid",[M-H]-,ion correlated with 39183; ion correlated with 37163; ion correlated with 16832; ion correlated with 37580; ion correlated with 37287; ion correlated with 39305,0.067,FALSE,,359.20801,C18H32O7,Tricarboxylic acids and derivatives,GTLYLWQDKQVONL-KDOFPFPSSA-N,CCCCCCCCCC[C@H](C(O)=O)[C@@](O)(CCC(=O)OC)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.5,,,,,10.99,Cornell_Neg_S-15,359.20831:802729 360.21166:0 361.21502:833762,,383.24136,3.160470799,4.540853443,4.274145266,4.818113675,4.707254018,3.605403732,4.399156489,4.156798609,4.241088397,5.15211092,5.697737902,4.504878575,3.730068471,4.214339468,4.194839061,5.147575853,5.317583885,5.033367454,4.719571368,5.774576449,5.10696561,5.529785063,5.830091223,4.286153211,4.856248424,5.454636044,5.561882768,5.494441245,5.654048931,5.741990608,4.878745779,4.796869082,5.396839851,4.560594013,5.520506459,4.841512761,5.377958842,5.835949486,5.419180593,0.79419708,4.198395796,0.36562429,0.022083686,0.332377237,0.314871238,904,0.000930118,-0.021153568,0
